user_id,target_role,background_level,study_hours_per_week,market_scenario,gap_score,estimated_weeks_ready,readiness_label,A B Testing,Accessibility,Adobe Illustrator,Adobe Xd,Analytical Thinking,Attention To Detail,Business Acumen,CSS,Chrome Devtools,Collaboration,Communication,Creativity,Data Modeling,Design Systems,ETL Process,Empathy,Excel,Figma,Figma (Basic),Git,Github,Google Sheets,HTML,Hypothesis Testing,Information Architecture,Interaction Design,Invision,Javascript,Jupyter Notebook,Maze,Miro,Npm Yarn,Numpy,Pandas,Power Bi,Problem Solving,Prototyping,Python,React,Regression Analysis,Responsive Design,Rest Api,SQL,Sketch,Statistics,Tableau,Time Management,Typescript,Usability Testing,User Research,Visual Thinking,Vs Code,Vue.Js,Web Performance,Webpack,Wireframing
USR-0011,Data Analyst,Lanjutan,5.8,Booming,0.281,46.8,Almost Ready,75.0,0.0,0.0,0.0,88.0,87.0,74.0,0.0,0.0,0.0,84.0,0.0,72.0,0.0,89.0,0.0,80.0,0.0,0.0,0.0,0.0,77.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,69.0,84.0,75.0,0.0,81.0,0.0,0.0,0.0,0.0,78.0,0.0,89.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0012,Data Analyst,Menengah,11.0,Kompetitif,0.4755,81.6,Needs Work,77.0,0.0,0.0,0.0,75.0,67.0,74.0,0.0,0.0,0.0,64.0,0.0,34.0,0.0,44.0,0.0,60.0,0.0,0.0,0.0,0.0,44.0,0.0,52.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,43.0,46.0,66.0,0.0,48.0,0.0,60.0,0.0,0.0,58.0,0.0,33.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0013,Data Analyst,Menengah,14.8,Booming,0.4683,35.3,Needs Work,70.0,0.0,0.0,0.0,80.0,80.0,62.0,0.0,0.0,0.0,54.0,0.0,33.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,69.0,50.0,80.0,44.0,0.0,80.0,0.0,35.0,0.0,0.0,53.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0014,Data Analyst,Pemula,18.2,Normal,0.737,59.2,Significant Gap,33.0,0.0,0.0,0.0,45.0,50.0,8.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,9.0,0.0,38.0,0.0,0.0,0.0,0.0,27.0,0.0,23.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,44.0,19.0,30.0,50.0,0.0,25.0,0.0,27.0,0.0,0.0,26.0,0.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0015,Data Analyst,Lanjutan,7.6,Booming,0.234,36.0,Almost Ready,75.0,0.0,0.0,0.0,78.0,74.0,100.0,0.0,0.0,0.0,74.0,0.0,90.0,0.0,82.0,0.0,68.0,0.0,0.0,0.0,0.0,81.0,0.0,78.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,64.0,76.0,72.0,84.0,0.0,52.0,0.0,88.0,0.0,0.0,72.0,0.0,94.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0016,Data Analyst,Lanjutan,7.1,Kompetitif,0.3145,89.1,Almost Ready,71.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,74.0,0.0,75.0,0.0,85.0,0.0,77.0,0.0,0.0,0.0,0.0,82.0,0.0,87.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,100.0,70.0,88.0,69.0,0.0,70.0,0.0,72.0,0.0,0.0,81.0,0.0,77.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0017,Data Analyst,Menengah,14.2,Kompetitif,0.479,60.6,Needs Work,0.0,0.0,0.0,0.0,65.0,55.0,53.0,0.0,0.0,0.0,57.0,0.0,80.0,0.0,70.0,0.0,100.0,0.0,0.0,0.0,0.0,39.0,0.0,48.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,57.0,26.0,80.0,66.0,0.0,65.0,0.0,79.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0018,Data Analyst,Menengah,13.0,Normal,0.4733,52.2,Needs Work,28.0,0.0,0.0,0.0,58.0,77.0,67.0,0.0,0.0,0.0,73.0,0.0,63.0,0.0,45.0,0.0,23.0,0.0,0.0,0.0,0.0,48.0,0.0,64.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,42.0,0.0,58.0,80.0,0.0,56.0,0.0,44.0,0.0,0.0,66.0,0.0,30.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0019,Data Analyst,Pemula,12.8,Normal,0.6881,75.5,Significant Gap,20.0,0.0,0.0,0.0,39.0,50.0,9.0,0.0,0.0,0.0,32.0,0.0,23.0,0.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,16.0,42.0,100.0,35.0,0.0,26.0,0.0,34.0,0.0,0.0,32.0,0.0,49.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0020,Data Analyst,Lanjutan,10.4,Normal,0.2316,29.6,Almost Ready,68.0,0.0,0.0,0.0,78.0,66.0,100.0,0.0,0.0,0.0,90.0,0.0,81.0,0.0,72.0,0.0,84.0,0.0,0.0,0.0,0.0,59.0,0.0,68.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,81.0,79.0,83.0,0.0,0.0,86.0,0.0,88.0,0.0,0.0,100.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0021,Data Analyst,Pemula,12.9,Normal,0.7184,78.2,Significant Gap,29.0,0.0,0.0,0.0,36.0,14.0,18.0,0.0,0.0,0.0,24.0,0.0,50.0,0.0,34.0,0.0,10.0,0.0,0.0,0.0,0.0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,30.0,20.0,26.0,0.0,0.0,50.0,0.0,32.0,0.0,0.0,22.0,0.0,26.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0022,Data Analyst,Pemula,4.8,Booming,0.4534,111.4,Needs Work,65.0,0.0,0.0,0.0,60.0,61.0,80.0,0.0,0.0,0.0,65.0,0.0,51.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,54.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,80.0,48.0,100.0,53.0,0.0,51.0,0.0,52.0,0.0,0.0,32.0,0.0,51.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0023,Data Analyst,Menengah,5.3,Booming,0.3794,80.0,Almost Ready,50.0,0.0,0.0,0.0,100.0,79.0,69.0,0.0,0.0,0.0,63.0,0.0,53.0,0.0,63.0,0.0,47.0,0.0,0.0,0.0,0.0,50.0,0.0,67.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,30.0,56.0,69.0,61.0,0.0,58.0,0.0,35.0,0.0,0.0,100.0,0.0,51.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0024,Data Analyst,Pemula,10.5,Normal,0.7679,104.2,Significant Gap,4.0,0.0,0.0,0.0,32.0,42.0,32.0,0.0,0.0,0.0,41.0,0.0,22.0,0.0,17.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,24.0,50.0,0.0,7.0,0.0,30.0,0.0,14.0,0.0,0.0,6.0,0.0,39.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0025,Data Analyst,Pemula,3.9,Booming,0.7137,218.0,Significant Gap,10.0,0.0,0.0,0.0,21.0,0.0,26.0,0.0,0.0,0.0,50.0,0.0,18.0,0.0,33.0,0.0,41.0,0.0,0.0,0.0,0.0,12.0,0.0,49.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,16.0,24.0,0.0,45.0,0.0,33.0,0.0,49.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0026,Data Analyst,Menengah,10.5,Normal,0.4099,51.1,Needs Work,47.0,0.0,0.0,0.0,76.0,68.0,69.0,0.0,0.0,0.0,75.0,0.0,80.0,0.0,46.0,0.0,60.0,0.0,0.0,0.0,0.0,65.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,44.0,52.0,72.0,0.0,72.0,0.0,66.0,0.0,0.0,44.0,0.0,54.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0027,Data Analyst,Lanjutan,8.3,Booming,0.2279,31.1,Almost Ready,65.0,0.0,0.0,0.0,82.0,100.0,82.0,0.0,0.0,0.0,100.0,0.0,72.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,62.0,98.0,79.0,82.0,0.0,75.0,0.0,84.0,0.0,0.0,92.0,0.0,100.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0028,Data Analyst,Pemula,10.6,Booming,0.6909,77.9,Significant Gap,22.0,0.0,0.0,0.0,50.0,24.0,45.0,0.0,0.0,0.0,50.0,0.0,29.0,0.0,48.0,0.0,27.0,0.0,0.0,0.0,0.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,10.0,33.0,30.0,23.0,0.0,10.0,0.0,40.0,0.0,0.0,13.0,0.0,24.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0029,Data Analyst,Menengah,6.6,Booming,0.4277,79.6,Needs Work,29.0,0.0,0.0,0.0,73.0,80.0,79.0,0.0,0.0,0.0,80.0,0.0,63.0,0.0,71.0,0.0,31.0,0.0,0.0,0.0,0.0,80.0,0.0,42.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,58.0,54.0,76.0,77.0,0.0,57.0,0.0,57.0,0.0,0.0,50.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0030,Data Analyst,Menengah,12.0,Booming,0.4561,46.1,Needs Work,49.0,0.0,0.0,0.0,80.0,0.0,70.0,0.0,0.0,0.0,70.0,0.0,57.0,0.0,73.0,0.0,46.0,0.0,0.0,0.0,0.0,80.0,0.0,43.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,70.0,51.0,61.0,72.0,0.0,76.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0031,Data Analyst,Pemula,3.0,Kompetitif,0.7536,470.5,Significant Gap,36.0,0.0,0.0,0.0,44.0,24.0,0.0,0.0,0.0,0.0,35.0,0.0,31.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,15.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,39.0,1.0,0.0,17.0,0.0,39.0,0.0,0.0,0.0,0.0,18.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0032,Data Analyst,Pemula,13.8,Normal,0.7304,77.9,Significant Gap,32.0,0.0,0.0,0.0,28.0,29.0,0.0,0.0,0.0,0.0,23.0,0.0,42.0,0.0,30.0,0.0,27.0,0.0,0.0,0.0,0.0,50.0,0.0,32.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,9.0,35.0,34.0,2.0,0.0,6.0,0.0,34.0,0.0,0.0,47.0,0.0,24.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0033,Data Analyst,Menengah,11.5,Kompetitif,0.4198,68.2,Needs Work,63.0,0.0,0.0,0.0,80.0,59.0,77.0,0.0,0.0,0.0,80.0,0.0,51.0,0.0,49.0,0.0,72.0,0.0,0.0,0.0,0.0,40.0,0.0,80.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,55.0,41.0,21.0,68.0,0.0,62.0,0.0,55.0,0.0,0.0,55.0,0.0,46.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0034,Data Analyst,Lanjutan,8.9,Booming,0.3413,47.5,Almost Ready,72.0,0.0,0.0,0.0,91.0,81.0,0.0,0.0,0.0,0.0,89.0,0.0,70.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,93.0,0.0,80.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,71.0,87.0,70.0,0.0,94.0,0.0,70.0,0.0,0.0,80.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0035,Data Analyst,Lanjutan,3.0,Kompetitif,0.3638,221.5,Almost Ready,0.0,0.0,0.0,0.0,96.0,72.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,71.0,0.0,66.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,64.0,81.0,91.0,88.0,0.0,100.0,0.0,80.0,0.0,0.0,77.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0036,Data Analyst,Pemula,17.8,Normal,0.6861,57.0,Significant Gap,19.0,0.0,0.0,0.0,39.0,48.0,40.0,0.0,0.0,0.0,44.0,0.0,6.0,0.0,40.0,0.0,41.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,27.0,34.0,0.0,24.0,0.0,2.0,0.0,0.0,32.0,0.0,26.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0037,Data Analyst,Menengah,6.5,Normal,0.4325,97.3,Needs Work,0.0,0.0,0.0,0.0,80.0,73.0,80.0,0.0,0.0,0.0,49.0,0.0,59.0,0.0,45.0,0.0,48.0,0.0,0.0,0.0,0.0,66.0,0.0,71.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,79.0,49.0,0.0,68.0,0.0,61.0,0.0,53.0,0.0,0.0,41.0,0.0,65.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0038,Data Analyst,Menengah,11.8,Booming,0.5013,47.3,Needs Work,57.0,0.0,0.0,0.0,0.0,45.0,41.0,0.0,0.0,0.0,80.0,0.0,66.0,0.0,51.0,0.0,49.0,0.0,0.0,0.0,0.0,27.0,0.0,76.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,40.0,41.0,77.0,0.0,0.0,73.0,0.0,53.0,0.0,0.0,37.0,0.0,64.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0039,Data Analyst,Menengah,12.7,Kompetitif,0.402,58.9,Needs Work,42.0,0.0,0.0,0.0,57.0,74.0,71.0,0.0,0.0,0.0,67.0,0.0,52.0,0.0,63.0,0.0,100.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,100.0,38.0,78.0,68.0,0.0,64.0,0.0,41.0,0.0,0.0,51.0,0.0,61.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0040,Data Analyst,Menengah,8.3,Kompetitif,0.4537,109.0,Needs Work,100.0,0.0,0.0,0.0,64.0,69.0,80.0,0.0,0.0,0.0,77.0,0.0,45.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,67.0,0.0,80.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,42.0,58.0,47.0,80.0,0.0,56.0,0.0,36.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0041,Data Analyst,Menengah,9.8,Kompetitif,0.5063,98.1,Needs Work,38.0,0.0,0.0,0.0,80.0,68.0,64.0,0.0,0.0,0.0,67.0,0.0,60.0,0.0,47.0,0.0,41.0,0.0,0.0,0.0,0.0,22.0,0.0,31.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,66.0,49.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,72.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0042,Data Analyst,Pemula,4.3,Normal,0.5024,162.7,Needs Work,57.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,64.0,0.0,39.0,0.0,80.0,0.0,0.0,0.0,0.0,44.0,0.0,50.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,35.0,57.0,63.0,80.0,0.0,44.0,0.0,73.0,0.0,0.0,0.0,0.0,71.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0043,Data Analyst,Lanjutan,8.7,Booming,0.2321,26.5,Almost Ready,79.0,0.0,0.0,0.0,93.0,0.0,100.0,0.0,0.0,0.0,94.0,0.0,64.0,0.0,74.0,0.0,86.0,0.0,0.0,0.0,0.0,61.0,0.0,100.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,55.0,76.0,93.0,88.0,0.0,85.0,0.0,94.0,0.0,0.0,72.0,0.0,75.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0044,Data Analyst,Pemula,12.4,Normal,0.5273,66.3,Needs Work,100.0,0.0,0.0,0.0,71.0,57.0,0.0,0.0,0.0,0.0,52.0,0.0,50.0,0.0,46.0,0.0,64.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,32.0,31.0,70.0,24.0,0.0,0.0,0.0,49.0,0.0,0.0,77.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0045,Data Analyst,Pemula,7.0,Normal,0.6584,142.7,Significant Gap,0.0,0.0,0.0,0.0,50.0,50.0,42.0,0.0,0.0,0.0,30.0,0.0,7.0,0.0,24.0,0.0,16.0,0.0,0.0,0.0,0.0,26.0,0.0,43.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,39.0,19.0,31.0,50.0,0.0,25.0,0.0,12.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0046,Data Analyst,Menengah,7.3,Normal,0.3981,82.3,Almost Ready,63.0,0.0,0.0,0.0,80.0,80.0,74.0,0.0,0.0,0.0,60.0,0.0,40.0,0.0,73.0,0.0,68.0,0.0,0.0,0.0,0.0,57.0,0.0,45.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,52.0,41.0,72.0,100.0,0.0,50.0,0.0,39.0,0.0,0.0,58.0,0.0,35.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0047,Data Analyst,Pemula,14.8,Kompetitif,0.7973,105.3,Significant Gap,18.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,38.0,0.0,34.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,28.0,28.0,44.0,44.0,0.0,22.0,0.0,27.0,0.0,0.0,16.0,0.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0048,Data Analyst,Menengah,10.1,Normal,0.3988,60.8,Almost Ready,65.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,58.0,0.0,29.0,0.0,66.0,0.0,43.0,0.0,0.0,0.0,0.0,55.0,0.0,61.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,80.0,100.0,58.0,73.0,0.0,59.0,0.0,74.0,0.0,0.0,80.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR-0049,Data Analyst,Lanjutan,4.5,Kompetitif,0.2612,135.4,Almost Ready,92.0,0.0,0.0,0.0,74.0,0.0,73.0,0.0,0.0,0.0,86.0,0.0,58.0,0.0,95.0,0.0,63.0,0.0,0.0,0.0,0.0,86.0,0.0,98.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,100.0,98.0,100.0,99.0,0.0,53.0,0.0,69.0,0.0,0.0,85.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
