job_id,skill_name,skill_category,role_category
JOB-00023,SQL,Technical,Data Analyst
JOB-00023,Python,Technical,Data Analyst
JOB-00023,Statistics,Technical,Data Analyst
JOB-00023,Analytical Thinking,Soft Skill,Data Analyst
JOB-00023,Regression Analysis,Technical,Data Analyst
JOB-00024,Communication,Soft Skill,Data Analyst
JOB-00024,Hypothesis Testing,Technical,Data Analyst
JOB-00024,SQL,Technical,Data Analyst
JOB-00024,Jupyter Notebook,Tool,Data Analyst
JOB-00024,Problem Solving,Soft Skill,Data Analyst
JOB-00024,Analytical Thinking,Soft Skill,Data Analyst
JOB-00024,Statistics,Technical,Data Analyst
JOB-00024,Pandas,Tool,Data Analyst
JOB-00025,Excel,Tool,Data Analyst
JOB-00025,A B Testing,Technical,Data Analyst
JOB-00025,Analytical Thinking,Soft Skill,Data Analyst
JOB-00025,Regression Analysis,Technical,Data Analyst
JOB-00025,Attention To Detail,Soft Skill,Data Analyst
JOB-00025,Problem Solving,Soft Skill,Data Analyst
JOB-00025,SQL,Technical,Data Analyst
JOB-00025,Communication,Soft Skill,Data Analyst
JOB-00025,Jupyter Notebook,Tool,Data Analyst
JOB-00026,A B Testing,Technical,Data Analyst
JOB-00026,Python,Technical,Data Analyst
JOB-00026,Attention To Detail,Soft Skill,Data Analyst
JOB-00026,SQL,Technical,Data Analyst
JOB-00026,Regression Analysis,Technical,Data Analyst
JOB-00026,Pandas,Tool,Data Analyst
JOB-00026,Numpy,Tool,Data Analyst
JOB-00026,Excel,Tool,Data Analyst
JOB-00026,Google Sheets,Tool,Data Analyst
JOB-00026,Analytical Thinking,Soft Skill,Data Analyst
JOB-00026,Problem Solving,Soft Skill,Data Analyst
JOB-00026,Statistics,Technical,Data Analyst
JOB-00026,Power Bi,Tool,Data Analyst
JOB-00027,Excel,Tool,Data Analyst
JOB-00027,Problem Solving,Soft Skill,Data Analyst
JOB-00027,Regression Analysis,Technical,Data Analyst
JOB-00027,SQL,Technical,Data Analyst
JOB-00027,Statistics,Technical,Data Analyst
JOB-00027,Analytical Thinking,Soft Skill,Data Analyst
JOB-00027,Numpy,Tool,Data Analyst
JOB-00027,Python,Technical,Data Analyst
JOB-00028,Communication,Soft Skill,Data Analyst
JOB-00028,Jupyter Notebook,Tool,Data Analyst
JOB-00028,SQL,Technical,Data Analyst
JOB-00028,Business Acumen,Soft Skill,Data Analyst
JOB-00028,A B Testing,Technical,Data Analyst
JOB-00028,Attention To Detail,Soft Skill,Data Analyst
JOB-00028,Analytical Thinking,Soft Skill,Data Analyst
JOB-00028,Python,Technical,Data Analyst
JOB-00028,Pandas,Tool,Data Analyst
JOB-00028,Tableau,Tool,Data Analyst
JOB-00028,Regression Analysis,Technical,Data Analyst
JOB-00028,Google Sheets,Tool,Data Analyst
JOB-00029,Python,Technical,Data Analyst
JOB-00029,Tableau,Tool,Data Analyst
JOB-00029,SQL,Technical,Data Analyst
JOB-00029,Numpy,Tool,Data Analyst
JOB-00029,Analytical Thinking,Soft Skill,Data Analyst
JOB-00029,Pandas,Tool,Data Analyst
JOB-00029,Business Acumen,Soft Skill,Data Analyst
JOB-00029,A B Testing,Technical,Data Analyst
JOB-00029,Hypothesis Testing,Technical,Data Analyst
JOB-00029,Problem Solving,Soft Skill,Data Analyst
JOB-00029,Data Modeling,Technical,Data Analyst
JOB-00029,Statistics,Technical,Data Analyst
JOB-00029,Attention To Detail,Soft Skill,Data Analyst
JOB-00029,Communication,Soft Skill,Data Analyst
JOB-00030,SQL,Technical,Data Analyst
JOB-00030,Power Bi,Tool,Data Analyst
JOB-00030,Numpy,Tool,Data Analyst
JOB-00030,Jupyter Notebook,Tool,Data Analyst
JOB-00030,Tableau,Tool,Data Analyst
JOB-00030,Pandas,Tool,Data Analyst
JOB-00030,Problem Solving,Soft Skill,Data Analyst
JOB-00030,Python,Technical,Data Analyst
JOB-00030,Data Modeling,Technical,Data Analyst
JOB-00031,Tableau,Tool,Data Analyst
JOB-00031,Numpy,Tool,Data Analyst
JOB-00031,Hypothesis Testing,Technical,Data Analyst
JOB-00031,Data Modeling,Technical,Data Analyst
JOB-00031,Regression Analysis,Technical,Data Analyst
JOB-00031,Pandas,Tool,Data Analyst
JOB-00031,SQL,Technical,Data Analyst
JOB-00031,Business Acumen,Soft Skill,Data Analyst
JOB-00031,Jupyter Notebook,Tool,Data Analyst
JOB-00031,Power Bi,Tool,Data Analyst
JOB-00031,A B Testing,Technical,Data Analyst
JOB-00032,Statistics,Technical,Data Analyst
JOB-00032,Attention To Detail,Soft Skill,Data Analyst
JOB-00032,Communication,Soft Skill,Data Analyst
JOB-00032,Jupyter Notebook,Tool,Data Analyst
JOB-00032,Numpy,Tool,Data Analyst
JOB-00032,Excel,Tool,Data Analyst
JOB-00032,Problem Solving,Soft Skill,Data Analyst
JOB-00032,Python,Technical,Data Analyst
JOB-00033,Communication,Soft Skill,Data Analyst
JOB-00033,Business Acumen,Soft Skill,Data Analyst
JOB-00033,Statistics,Technical,Data Analyst
JOB-00033,Pandas,Tool,Data Analyst
JOB-00033,A B Testing,Technical,Data Analyst
JOB-00033,Tableau,Tool,Data Analyst
JOB-00033,Regression Analysis,Technical,Data Analyst
JOB-00033,Python,Technical,Data Analyst
JOB-00034,Business Acumen,Soft Skill,Data Analyst
JOB-00034,Power Bi,Tool,Data Analyst
JOB-00034,Analytical Thinking,Soft Skill,Data Analyst
JOB-00034,Attention To Detail,Soft Skill,Data Analyst
JOB-00034,Problem Solving,Soft Skill,Data Analyst
JOB-00034,ETL Process,Technical,Data Analyst
JOB-00034,Excel,Tool,Data Analyst
JOB-00034,Pandas,Tool,Data Analyst
JOB-00034,SQL,Technical,Data Analyst
JOB-00034,Numpy,Tool,Data Analyst
JOB-00035,SQL,Technical,Data Analyst
JOB-00035,Google Sheets,Tool,Data Analyst
JOB-00035,Power Bi,Tool,Data Analyst
JOB-00035,Analytical Thinking,Soft Skill,Data Analyst
JOB-00035,Problem Solving,Soft Skill,Data Analyst
JOB-00035,Pandas,Tool,Data Analyst
JOB-00035,Regression Analysis,Technical,Data Analyst
JOB-00035,Statistics,Technical,Data Analyst
JOB-00035,Python,Technical,Data Analyst
JOB-00036,Jupyter Notebook,Tool,Data Analyst
JOB-00036,Data Modeling,Technical,Data Analyst
JOB-00036,Statistics,Technical,Data Analyst
JOB-00036,Python,Technical,Data Analyst
JOB-00036,Regression Analysis,Technical,Data Analyst
JOB-00036,Pandas,Tool,Data Analyst
JOB-00036,A B Testing,Technical,Data Analyst
JOB-00036,Excel,Tool,Data Analyst
JOB-00036,Attention To Detail,Soft Skill,Data Analyst
JOB-00036,Power Bi,Tool,Data Analyst
JOB-00036,Analytical Thinking,Soft Skill,Data Analyst
JOB-00036,Numpy,Tool,Data Analyst
JOB-00036,Problem Solving,Soft Skill,Data Analyst
JOB-00036,Business Acumen,Soft Skill,Data Analyst
JOB-00036,SQL,Technical,Data Analyst
JOB-00037,ETL Process,Technical,Data Analyst
JOB-00037,Tableau,Tool,Data Analyst
JOB-00037,Business Acumen,Soft Skill,Data Analyst
JOB-00037,Regression Analysis,Technical,Data Analyst
JOB-00037,Numpy,Tool,Data Analyst
JOB-00037,SQL,Technical,Data Analyst
JOB-00037,Statistics,Technical,Data Analyst
JOB-00037,Excel,Tool,Data Analyst
JOB-00037,Problem Solving,Soft Skill,Data Analyst
JOB-00037,Pandas,Tool,Data Analyst
JOB-00037,Analytical Thinking,Soft Skill,Data Analyst
JOB-00037,Python,Technical,Data Analyst
JOB-00037,A B Testing,Technical,Data Analyst
JOB-00038,SQL,Technical,Data Analyst
JOB-00038,Tableau,Tool,Data Analyst
JOB-00038,Data Modeling,Technical,Data Analyst
JOB-00038,A B Testing,Technical,Data Analyst
JOB-00038,Jupyter Notebook,Tool,Data Analyst
JOB-00038,Python,Technical,Data Analyst
JOB-00038,Communication,Soft Skill,Data Analyst
JOB-00038,Numpy,Tool,Data Analyst
JOB-00038,Problem Solving,Soft Skill,Data Analyst
JOB-00038,Attention To Detail,Soft Skill,Data Analyst
JOB-00038,Statistics,Technical,Data Analyst
JOB-00038,Hypothesis Testing,Technical,Data Analyst
JOB-00038,Analytical Thinking,Soft Skill,Data Analyst
JOB-00039,Data Modeling,Technical,Data Analyst
JOB-00039,A B Testing,Technical,Data Analyst
JOB-00039,Tableau,Tool,Data Analyst
JOB-00039,Numpy,Tool,Data Analyst
JOB-00039,Analytical Thinking,Soft Skill,Data Analyst
JOB-00039,Python,Technical,Data Analyst
JOB-00039,ETL Process,Technical,Data Analyst
JOB-00039,Jupyter Notebook,Tool,Data Analyst
JOB-00039,Problem Solving,Soft Skill,Data Analyst
JOB-00039,Power Bi,Tool,Data Analyst
JOB-00039,SQL,Technical,Data Analyst
JOB-00040,ETL Process,Technical,Data Analyst
JOB-00040,A B Testing,Technical,Data Analyst
JOB-00040,Python,Technical,Data Analyst
JOB-00040,Regression Analysis,Technical,Data Analyst
JOB-00040,Data Modeling,Technical,Data Analyst
JOB-00040,SQL,Technical,Data Analyst
JOB-00040,Problem Solving,Soft Skill,Data Analyst
JOB-00040,Pandas,Tool,Data Analyst
JOB-00040,Google Sheets,Tool,Data Analyst
JOB-00040,Communication,Soft Skill,Data Analyst
JOB-00040,Numpy,Tool,Data Analyst
JOB-00041,Pandas,Tool,Data Analyst
JOB-00041,Analytical Thinking,Soft Skill,Data Analyst
JOB-00041,Statistics,Technical,Data Analyst
JOB-00041,Hypothesis Testing,Technical,Data Analyst
JOB-00041,A B Testing,Technical,Data Analyst
JOB-00041,Numpy,Tool,Data Analyst
JOB-00041,Regression Analysis,Technical,Data Analyst
JOB-00042,ETL Process,Technical,Data Analyst
JOB-00042,SQL,Technical,Data Analyst
JOB-00042,Statistics,Technical,Data Analyst
JOB-00042,Data Modeling,Technical,Data Analyst
JOB-00042,Hypothesis Testing,Technical,Data Analyst
JOB-00042,Problem Solving,Soft Skill,Data Analyst
JOB-00042,Python,Technical,Data Analyst
JOB-00042,Numpy,Tool,Data Analyst
JOB-00042,Power Bi,Tool,Data Analyst
JOB-00043,Excel,Tool,Data Analyst
JOB-00043,Business Acumen,Soft Skill,Data Analyst
JOB-00043,Problem Solving,Soft Skill,Data Analyst
JOB-00043,Communication,Soft Skill,Data Analyst
JOB-00043,ETL Process,Technical,Data Analyst
JOB-00043,Statistics,Technical,Data Analyst
JOB-00043,Google Sheets,Tool,Data Analyst
JOB-00043,Attention To Detail,Soft Skill,Data Analyst
JOB-00043,Pandas,Tool,Data Analyst
JOB-00043,Hypothesis Testing,Technical,Data Analyst
JOB-00043,Analytical Thinking,Soft Skill,Data Analyst
JOB-00043,Data Modeling,Technical,Data Analyst
JOB-00043,Regression Analysis,Technical,Data Analyst
JOB-00043,Tableau,Tool,Data Analyst
JOB-00043,SQL,Technical,Data Analyst
JOB-00044,Hypothesis Testing,Technical,Data Analyst
JOB-00044,Statistics,Technical,Data Analyst
JOB-00044,Tableau,Tool,Data Analyst
JOB-00044,Power Bi,Tool,Data Analyst
JOB-00044,Python,Technical,Data Analyst
JOB-00044,Regression Analysis,Technical,Data Analyst
JOB-00044,SQL,Technical,Data Analyst
JOB-00044,Business Acumen,Soft Skill,Data Analyst
JOB-00044,Communication,Soft Skill,Data Analyst
JOB-00044,Google Sheets,Tool,Data Analyst
JOB-00044,Analytical Thinking,Soft Skill,Data Analyst
JOB-00044,Jupyter Notebook,Tool,Data Analyst
JOB-00044,Numpy,Tool,Data Analyst
JOB-00045,Attention To Detail,Soft Skill,Data Analyst
JOB-00045,Communication,Soft Skill,Data Analyst
JOB-00045,Business Acumen,Soft Skill,Data Analyst
JOB-00045,SQL,Technical,Data Analyst
JOB-00045,Analytical Thinking,Soft Skill,Data Analyst
JOB-00045,Statistics,Technical,Data Analyst
JOB-00045,Tableau,Tool,Data Analyst
JOB-00045,Google Sheets,Tool,Data Analyst
JOB-00045,Data Modeling,Technical,Data Analyst
JOB-00046,Statistics,Technical,Data Analyst
JOB-00046,Communication,Soft Skill,Data Analyst
JOB-00046,Google Sheets,Tool,Data Analyst
JOB-00046,Power Bi,Tool,Data Analyst
JOB-00046,Problem Solving,Soft Skill,Data Analyst
JOB-00046,Excel,Tool,Data Analyst
JOB-00046,Tableau,Tool,Data Analyst
JOB-00046,Hypothesis Testing,Technical,Data Analyst
JOB-00046,Analytical Thinking,Soft Skill,Data Analyst
JOB-00046,Regression Analysis,Technical,Data Analyst
JOB-00046,SQL,Technical,Data Analyst
JOB-00046,Attention To Detail,Soft Skill,Data Analyst
JOB-00046,ETL Process,Technical,Data Analyst
JOB-00047,Numpy,Tool,Data Analyst
JOB-00047,SQL,Technical,Data Analyst
JOB-00047,Attention To Detail,Soft Skill,Data Analyst
JOB-00047,Regression Analysis,Technical,Data Analyst
JOB-00047,Statistics,Technical,Data Analyst
JOB-00047,Communication,Soft Skill,Data Analyst
JOB-00047,Power Bi,Tool,Data Analyst
JOB-00047,Problem Solving,Soft Skill,Data Analyst
JOB-00047,Analytical Thinking,Soft Skill,Data Analyst
JOB-00048,ETL Process,Technical,Data Analyst
JOB-00048,Analytical Thinking,Soft Skill,Data Analyst
JOB-00048,Python,Technical,Data Analyst
JOB-00048,Pandas,Tool,Data Analyst
JOB-00048,Problem Solving,Soft Skill,Data Analyst
JOB-00048,Regression Analysis,Technical,Data Analyst
JOB-00048,Communication,Soft Skill,Data Analyst
JOB-00048,SQL,Technical,Data Analyst
JOB-00048,Statistics,Technical,Data Analyst
JOB-00048,Jupyter Notebook,Tool,Data Analyst
JOB-00049,Jupyter Notebook,Tool,Data Analyst
JOB-00049,Numpy,Tool,Data Analyst
JOB-00049,Power Bi,Tool,Data Analyst
JOB-00049,ETL Process,Technical,Data Analyst
JOB-00049,Regression Analysis,Technical,Data Analyst
JOB-00049,Statistics,Technical,Data Analyst
JOB-00049,Attention To Detail,Soft Skill,Data Analyst
JOB-00049,Pandas,Tool,Data Analyst
JOB-00049,A B Testing,Technical,Data Analyst
JOB-00049,Excel,Tool,Data Analyst
JOB-00050,Pandas,Tool,Data Analyst
JOB-00050,Power Bi,Tool,Data Analyst
JOB-00050,Python,Technical,Data Analyst
JOB-00050,Problem Solving,Soft Skill,Data Analyst
JOB-00050,Attention To Detail,Soft Skill,Data Analyst
JOB-00050,Jupyter Notebook,Tool,Data Analyst
JOB-00050,Statistics,Technical,Data Analyst
JOB-00050,Tableau,Tool,Data Analyst
JOB-00050,Analytical Thinking,Soft Skill,Data Analyst
JOB-00051,Excel,Tool,Data Analyst
JOB-00051,SQL,Technical,Data Analyst
JOB-00051,Business Acumen,Soft Skill,Data Analyst
JOB-00051,Communication,Soft Skill,Data Analyst
JOB-00051,Attention To Detail,Soft Skill,Data Analyst
JOB-00051,Problem Solving,Soft Skill,Data Analyst
JOB-00051,Power Bi,Tool,Data Analyst
JOB-00051,Tableau,Tool,Data Analyst
JOB-00052,Communication,Soft Skill,Data Analyst
JOB-00052,Python,Technical,Data Analyst
JOB-00052,Excel,Tool,Data Analyst
JOB-00052,Attention To Detail,Soft Skill,Data Analyst
JOB-00052,Analytical Thinking,Soft Skill,Data Analyst
JOB-00052,A B Testing,Technical,Data Analyst
JOB-00052,Data Modeling,Technical,Data Analyst
JOB-00052,Statistics,Technical,Data Analyst
JOB-00053,Excel,Tool,Data Analyst
