user_id,target_role,background_level,study_hours_per_week,market_scenario,gap_score,readiness_label,top_missing_skill_1,top_missing_skill_2,top_missing_skill_3,estimated_weeks_ready,current_skills_json
USR-1213,Data Analyst,Lanjutan,9.8,Normal,0.3258,Almost Ready,Problem Solving,Power Bi,Pandas,47.4,"{""Python"": 70, ""SQL"": 75, ""Statistics"": 77, ""Data Modeling"": 84, ""ETL Process"": 80, ""Hypothesis Testing"": 87, ""Regression Analysis"": 83, ""A B Testing"": 76, ""Excel"": 69, ""Tableau"": 63, ""Power Bi"": 0, ""Pandas"": 62, ""Numpy"": 69, ""Google Sheets"": 85, ""Jupyter Notebook"": 69, ""Analytical Thinking"": 79, ""Communication"": 88, ""Problem Solving"": 0, ""Attention To Detail"": 60, ""Business Acumen"": 87}"
USR-1214,Data Analyst,Lanjutan,6.3,Kompetitif,0.3432,Almost Ready,Communication,Google Sheets,Power Bi,93.1,"{""Python"": 74, ""SQL"": 59, ""Statistics"": 66, ""Data Modeling"": 79, ""ETL Process"": 81, ""Hypothesis Testing"": 76, ""Regression Analysis"": 95, ""A B Testing"": 0, ""Excel"": 100, ""Tableau"": 82, ""Power Bi"": 0, ""Pandas"": 70, ""Numpy"": 89, ""Google Sheets"": 0, ""Jupyter Notebook"": 69, ""Analytical Thinking"": 95, ""Communication"": 0, ""Problem Solving"": 100, ""Attention To Detail"": 85, ""Business Acumen"": 85}"
USR-1215,Data Analyst,Lanjutan,11.0,Booming,0.1996,Ready,Excel,Google Sheets,Pandas,19.6,"{""Python"": 77, ""SQL"": 100, ""Statistics"": 72, ""Data Modeling"": 94, ""ETL Process"": 69, ""Hypothesis Testing"": 88, ""Regression Analysis"": 66, ""A B Testing"": 85, ""Excel"": 64, ""Tableau"": 94, ""Power Bi"": 75, ""Pandas"": 63, ""Numpy"": 62, ""Google Sheets"": 61, ""Jupyter Notebook"": 91, ""Analytical Thinking"": 77, ""Communication"": 79, ""Problem Solving"": 99, ""Attention To Detail"": 80, ""Business Acumen"": 100}"
USR-1216,Data Analyst,Pemula,7.2,Kompetitif,0.7621,Significant Gap,Problem Solving,SQL,Attention To Detail,202.8,"{""Python"": 21, ""SQL"": 11, ""Statistics"": 44, ""Data Modeling"": 0, ""ETL Process"": 14, ""Hypothesis Testing"": 24, ""Regression Analysis"": 22, ""A B Testing"": 35, ""Excel"": 34, ""Tableau"": 33, ""Power Bi"": 22, ""Pandas"": 32, ""Numpy"": 19, ""Google Sheets"": 37, ""Jupyter Notebook"": 49, ""Analytical Thinking"": 17, ""Communication"": 38, ""Problem Solving"": 0, ""Attention To Detail"": 0, ""Business Acumen"": 18}"
USR-1217,Data Analyst,Pemula,11.8,Kompetitif,0.7768,Significant Gap,Python,Jupyter Notebook,Excel,130.7,"{""Python"": 2, ""SQL"": 10, ""Statistics"": 13, ""Data Modeling"": 15, ""ETL Process"": 0, ""Hypothesis Testing"": 0, ""Regression Analysis"": 28, ""A B Testing"": 0, ""Excel"": 0, ""Tableau"": 17, ""Power Bi"": 0, ""Pandas"": 50, ""Numpy"": 100, ""Google Sheets"": 39, ""Jupyter Notebook"": 0, ""Analytical Thinking"": 32, ""Communication"": 30, ""Problem Solving"": 32, ""Attention To Detail"": 50, ""Business Acumen"": 35, ""Power BI"": 13}"
USR-1218,Data Analyst,Pemula,11.4,Kompetitif,0.7709,Significant Gap,Excel,Communication,Tableau,124.7,"{""Python"": 39, ""SQL"": 37, ""Statistics"": 27, ""Data Modeling"": 1, ""ETL Process"": 41, ""Hypothesis Testing"": 0, ""Regression Analysis"": 20, ""A B Testing"": 32, ""Excel"": 0, ""Tableau"": 0, ""Power Bi"": 27, ""Pandas"": 41, ""Numpy"": 30, ""Google Sheets"": 34, ""Jupyter Notebook"": 14, ""Analytical Thinking"": 50, ""Communication"": 0, ""Problem Solving"": 20, ""Attention To Detail"": 14, ""Business Acumen"": 28}"
USR-1219,Data Analyst,Pemula,3.0,Booming,0.8116,Major Gap,Excel,Statistics,Jupyter Notebook,313.3,"{""Python"": 20, ""SQL"": 45, ""Statistics"": 0, ""Data Modeling"": 15, ""ETL Process"": 13, ""Hypothesis Testing"": 0, ""Regression Analysis"": 2, ""A B Testing"": 8, ""Excel"": 0, ""Tableau"": 23, ""Power Bi"": 0, ""Pandas"": 31, ""Numpy"": 18, ""Google Sheets"": 18, ""Jupyter Notebook"": 8, ""Analytical Thinking"": 35, ""Communication"": 26, ""Problem Solving"": 43, ""Attention To Detail"": 33, ""Business Acumen"": 20, ""Power BI"": 39}"
USR-1220,Data Analyst,Pemula,10.4,Kompetitif,0.7293,Significant Gap,Excel,Python,Pandas,131.4,"{""Python"": 13, ""SQL"": 42, ""Statistics"": 24, ""Data Modeling"": 37, ""ETL Process"": 31, ""Hypothesis Testing"": 41, ""Regression Analysis"": 11, ""A B Testing"": 39, ""Excel"": 0, ""Tableau"": 30, ""Power Bi"": 13, ""Pandas"": 0, ""Numpy"": 14, ""Google Sheets"": 18, ""Jupyter Notebook"": 26, ""Analytical Thinking"": 32, ""Communication"": 50, ""Problem Solving"": 42, ""Attention To Detail"": 45, ""Business Acumen"": 38}"
USR-1221,Data Analyst,Pemula,3.0,Booming,0.1735,Ready,Jupyter Notebook,Pandas,Communication,50.9,"{""Python"": 95, ""SQL"": 100, ""Statistics"": 100, ""Data Modeling"": 91, ""ETL Process"": 72, ""Hypothesis Testing"": 68, ""Regression Analysis"": 72, ""A B Testing"": 73, ""Excel"": 92, ""Tableau"": 77, ""Power Bi"": 67, ""Pandas"": 68, ""Numpy"": 65, ""Google Sheets"": 100, ""Jupyter Notebook"": 51, ""Analytical Thinking"": 95, ""Communication"": 69, ""Problem Solving"": 96, ""Attention To Detail"": 85, ""Business Acumen"": 100}"
USR-1222,Data Analyst,Pemula,14.5,Kompetitif,0.835,Major Gap,SQL,Excel,Python,112.9,"{""Python"": 6, ""SQL"": 0, ""Statistics"": 2, ""Data Modeling"": 0, ""ETL Process"": 14, ""Hypothesis Testing"": 18, ""Regression Analysis"": 0, ""A B Testing"": 15, ""Excel"": 0, ""Tableau"": 19, ""Power Bi"": 20, ""Pandas"": 21, ""Numpy"": 26, ""Google Sheets"": 31, ""Jupyter Notebook"": 35, ""Analytical Thinking"": 31, ""Communication"": 0, ""Problem Solving"": 3, ""Attention To Detail"": 44, ""Business Acumen"": 50}"
USR-1223,Data Analyst,Lanjutan,8.5,Kompetitif,0.2937,Almost Ready,Attention To Detail,Numpy,Python,59.7,"{""Python"": 63, ""SQL"": 69, ""Statistics"": 83, ""Data Modeling"": 74, ""ETL Process"": 82, ""Hypothesis Testing"": 72, ""Regression Analysis"": 83, ""A B Testing"": 70, ""Excel"": 81, ""Tableau"": 82, ""Power Bi"": 62, ""Pandas"": 90, ""Numpy"": 0, ""Google Sheets"": 91, ""Jupyter Notebook"": 73, ""Analytical Thinking"": 93, ""Communication"": 90, ""Problem Solving"": 61, ""Attention To Detail"": 0, ""Business Acumen"": 81}"
USR-1224,Data Analyst,Menengah,4.8,Normal,0.4818,Needs Work,Google Sheets,Power Bi,Data Modeling,150.1,"{""Python"": 39, ""SQL"": 57, ""Statistics"": 49, ""Data Modeling"": 0, ""ETL Process"": 46, ""Hypothesis Testing"": 100, ""Regression Analysis"": 80, ""A B Testing"": 67, ""Excel"": 80, ""Tableau"": 28, ""Power Bi"": 0, ""Pandas"": 58, ""Numpy"": 57, ""Google Sheets"": 0, ""Jupyter Notebook"": 52, ""Analytical Thinking"": 52, ""Communication"": 68, ""Problem Solving"": 100, ""Attention To Detail"": 45, ""Business Acumen"": 68}"
USR-1225,Data Analyst,Pemula,8.5,Booming,0.6885,Significant Gap,Jupyter Notebook,SQL,Analytical Thinking,92.2,"{""Python"": 33, ""SQL"": 21, ""Statistics"": 50, ""Data Modeling"": 29, ""ETL Process"": 12, ""Hypothesis Testing"": 10, ""Regression Analysis"": 50, ""A B Testing"": 28, ""Excel"": 47, ""Tableau"": 32, ""Power Bi"": 21, ""Pandas"": 43, ""Numpy"": 44, ""Google Sheets"": 31, ""Jupyter Notebook"": 6, ""Analytical Thinking"": 19, ""Communication"": 35, ""Problem Solving"": 26, ""Attention To Detail"": 50, ""Business Acumen"": 39}"
USR-1226,Data Analyst,Pemula,16.1,Normal,0.7257,Significant Gap,Analytical Thinking,Tableau,Power Bi,63.7,"{""Python"": 29, ""SQL"": 100, ""Statistics"": 35, ""Data Modeling"": 21, ""ETL Process"": 11, ""Hypothesis Testing"": 32, ""Regression Analysis"": 23, ""A B Testing"": 0, ""Excel"": 33, ""Tableau"": 0, ""Power Bi"": 6, ""Pandas"": 31, ""Numpy"": 0, ""Google Sheets"": 36, ""Jupyter Notebook"": 31, ""Analytical Thinking"": 0, ""Communication"": 24, ""Problem Solving"": 23, ""Attention To Detail"": 42, ""Business Acumen"": 44}"
USR-1227,Data Analyst,Menengah,12.5,Booming,0.4827,Needs Work,Tableau,Attention To Detail,Python,45.5,"{""Python"": 34, ""SQL"": 51, ""Statistics"": 51, ""Data Modeling"": 76, ""ETL Process"": 77, ""Hypothesis Testing"": 49, ""Regression Analysis"": 40, ""A B Testing"": 57, ""Excel"": 60, ""Tableau"": 0, ""Power Bi"": 54, ""Pandas"": 39, ""Numpy"": 72, ""Google Sheets"": 64, ""Jupyter Notebook"": 69, ""Analytical Thinking"": 69, ""Communication"": 50, ""Problem Solving"": 70, ""Attention To Detail"": 0, ""Business Acumen"": 55}"
USR-1228,Data Analyst,Pemula,4.4,Kompetitif,0.2979,Almost Ready,Analytical Thinking,Problem Solving,Data Modeling,133.6,"{""Python"": 74, ""SQL"": 82, ""Statistics"": 100, ""Data Modeling"": 0, ""ETL Process"": 100, ""Hypothesis Testing"": 89, ""Regression Analysis"": 83, ""A B Testing"": 75, ""Excel"": 68, ""Tableau"": 99, ""Power Bi"": 84, ""Pandas"": 81, ""Numpy"": 74, ""Google Sheets"": 80, ""Jupyter Notebook"": 83, ""Analytical Thinking"": 0, ""Communication"": 69, ""Problem Solving"": 0, ""Attention To Detail"": 93, ""Business Acumen"": 90}"
USR-1229,Data Analyst,Pemula,11.9,Normal,0.7627,Significant Gap,Excel,SQL,Communication,89.5,"{""Python"": 50, ""SQL"": 9, ""Statistics"": 50, ""Data Modeling"": 29, ""ETL Process"": 25, ""Hypothesis Testing"": 8, ""Regression Analysis"": 15, ""A B Testing"": 44, ""Excel"": 0, ""Tableau"": 18, ""Power Bi"": 0, ""Pandas"": 11, ""Numpy"": 17, ""Google Sheets"": 50, ""Jupyter Notebook"": 28, ""Analytical Thinking"": 26, ""Communication"": 0, ""Problem Solving"": 32, ""Attention To Detail"": 26, ""Business Acumen"": 36, ""Power BI"": 48}"
USR-1230,Data Analyst,Menengah,3.5,Kompetitif,0.4896,Needs Work,Communication,Pandas,Excel,253.6,"{""Python"": 57, ""SQL"": 69, ""Statistics"": 47, ""Data Modeling"": 73, ""ETL Process"": 29, ""Hypothesis Testing"": 78, ""Regression Analysis"": 74, ""A B Testing"": 42, ""Excel"": 39, ""Tableau"": 40, ""Power Bi"": 57, ""Pandas"": 28, ""Numpy"": 80, ""Google Sheets"": 42, ""Jupyter Notebook"": 56, ""Analytical Thinking"": 54, ""Communication"": 0, ""Problem Solving"": 80, ""Attention To Detail"": 36, ""Business Acumen"": 51}"
USR-1231,Data Analyst,Pemula,12.2,Normal,0.7786,Significant Gap,Jupyter Notebook,Statistics,Power Bi,92.9,"{""Python"": 34, ""SQL"": 29, ""Statistics"": 0, ""Data Modeling"": 9, ""ETL Process"": 42, ""Hypothesis Testing"": 5, ""Regression Analysis"": 23, ""A B Testing"": 9, ""Excel"": 50, ""Tableau"": 18, ""Power Bi"": 0, ""Pandas"": 23, ""Numpy"": 21, ""Google Sheets"": 26, ""Jupyter Notebook"": 0, ""Analytical Thinking"": 29, ""Communication"": 23, ""Problem Solving"": 39, ""Attention To Detail"": 50, ""Business Acumen"": 0}"
USR-1232,Data Analyst,Pemula,9.5,Kompetitif,0.7843,Significant Gap,Python,Jupyter Notebook,Tableau,155.9,"{""Python"": 0, ""SQL"": 45, ""Statistics"": 42, ""Data Modeling"": 0, ""ETL Process"": 37, ""Hypothesis Testing"": 28, ""Regression Analysis"": 12, ""A B Testing"": 45, ""Excel"": 26, ""Tableau"": 0, ""Power Bi"": 0, ""Pandas"": 26, ""Numpy"": 30, ""Google Sheets"": 20, ""Jupyter Notebook"": 0, ""Analytical Thinking"": 15, ""Communication"": 27, ""Problem Solving"": 14, ""Attention To Detail"": 36, ""Business Acumen"": 39}"
USR-1233,Data Analyst,Menengah,10.9,Booming,0.3921,Almost Ready,Pandas,Tableau,Python,41.9,"{""Python"": 47, ""SQL"": 79, ""Statistics"": 74, ""Data Modeling"": 46, ""ETL Process"": 68, ""Hypothesis Testing"": 72, ""Regression Analysis"": 68, ""A B Testing"": 74, ""Excel"": 46, ""Tableau"": 34, ""Power Bi"": 50, ""Pandas"": 30, ""Numpy"": 53, ""Google Sheets"": 66, ""Jupyter Notebook"": 58, ""Analytical Thinking"": 62, ""Communication"": 80, ""Problem Solving"": 65, ""Attention To Detail"": 80, ""Business Acumen"": 71}"
USR-1234,Data Analyst,Pemula,10.9,Kompetitif,0.749,Significant Gap,SQL,Python,Jupyter Notebook,132.6,"{""Python"": 0, ""SQL"": 3, ""Statistics"": 49, ""Data Modeling"": 0, ""ETL Process"": 0, ""Hypothesis Testing"": 43, ""Regression Analysis"": 44, ""A B Testing"": 43, ""Excel"": 25, ""Tableau"": 22, ""Power Bi"": 22, ""Pandas"": 17, ""Numpy"": 15, ""Google Sheets"": 39, ""Jupyter Notebook"": 6, ""Analytical Thinking"": 16, ""Communication"": 35, ""Problem Solving"": 50, ""Attention To Detail"": 50, ""Business Acumen"": 35}"
USR-1235,Data Analyst,Lanjutan,8.8,Booming,0.2256,Almost Ready,Jupyter Notebook,Hypothesis Testing,Tableau,23.1,"{""Python"": 90, ""SQL"": 84, ""Statistics"": 81, ""Data Modeling"": 89, ""ETL Process"": 82, ""Hypothesis Testing"": 0, ""Regression Analysis"": 80, ""A B Testing"": 82, ""Excel"": 75, ""Tableau"": 64, ""Power Bi"": 91, ""Pandas"": 88, ""Numpy"": 88, ""Google Sheets"": 77, ""Jupyter Notebook"": 0, ""Analytical Thinking"": 97, ""Communication"": 90, ""Problem Solving"": 97, ""Attention To Detail"": 89, ""Business Acumen"": 99}"
USR-1236,Data Analyst,Pemula,10.5,Kompetitif,0.7262,Significant Gap,Jupyter Notebook,Communication,Power Bi,126.8,"{""Python"": 26, ""SQL"": 37, ""Statistics"": 44, ""Data Modeling"": 23, ""ETL Process"": 0, ""Hypothesis Testing"": 50, ""Regression Analysis"": 15, ""A B Testing"": 0, ""Excel"": 35, ""Tableau"": 50, ""Power Bi"": 0, ""Pandas"": 22, ""Numpy"": 50, ""Google Sheets"": 40, ""Jupyter Notebook"": 0, ""Analytical Thinking"": 48, ""Communication"": 2, ""Problem Solving"": 17, ""Attention To Detail"": 35, ""Business Acumen"": 48, ""Power BI"": 33}"
USR-1237,Data Analyst,Lanjutan,11.9,Booming,0.2601,Almost Ready,Statistics,Tableau,SQL,31.2,"{""Python"": 71, ""SQL"": 65, ""Statistics"": 0, ""Data Modeling"": 58, ""ETL Process"": 67, ""Hypothesis Testing"": 74, ""Regression Analysis"": 75, ""A B Testing"": 89, ""Excel"": 83, ""Tableau"": 50, ""Power Bi"": 68, ""Pandas"": 88, ""Numpy"": 74, ""Google Sheets"": 70, ""Jupyter Notebook"": 100, ""Analytical Thinking"": 97, ""Communication"": 78, ""Problem Solving"": 100, ""Attention To Detail"": 80, ""Business Acumen"": 95}"
USR-1238,Data Analyst,Menengah,11.7,Booming,0.5221,Needs Work,Problem Solving,SQL,Numpy,48.6,"{""Python"": 80, ""SQL"": 21, ""Statistics"": 67, ""Data Modeling"": 42, ""ETL Process"": 20, ""Hypothesis Testing"": 63, ""Regression Analysis"": 63, ""A B Testing"": 65, ""Excel"": 68, ""Tableau"": 60, ""Power Bi"": 51, ""Pandas"": 62, ""Numpy"": 0, ""Google Sheets"": 45, ""Jupyter Notebook"": 46, ""Analytical Thinking"": 43, ""Communication"": 78, ""Problem Solving"": 0, ""Attention To Detail"": 40, ""Business Acumen"": 39}"
USR-1239,Data Analyst,Menengah,9.8,Booming,0.5178,Needs Work,SQL,Excel,Statistics,65.2,"{""Python"": 59, ""SQL"": 0, ""Statistics"": 0, ""Data Modeling"": 61, ""ETL Process"": 64, ""Hypothesis Testing"": 62, ""Regression Analysis"": 41, ""A B Testing"": 80, ""Excel"": 0, ""Tableau"": 70, ""Power Bi"": 50, ""Pandas"": 53, ""Numpy"": 62, ""Google Sheets"": 39, ""Jupyter Notebook"": 57, ""Analytical Thinking"": 41, ""Communication"": 70, ""Problem Solving"": 72, ""Attention To Detail"": 65, ""Business Acumen"": 52}"
USR-1240,Data Analyst,Menengah,4.3,Normal,0.4553,Needs Work,Python,Jupyter Notebook,Data Modeling,159.4,"{""Python"": 24, ""SQL"": 74, ""Statistics"": 47, ""Data Modeling"": 29, ""ETL Process"": 41, ""Hypothesis Testing"": 44, ""Regression Analysis"": 72, ""A B Testing"": 30, ""Excel"": 44, ""Tableau"": 65, ""Power Bi"": 52, ""Pandas"": 58, ""Numpy"": 34, ""Google Sheets"": 65, ""Jupyter Notebook"": 41, ""Analytical Thinking"": 72, ""Communication"": 80, ""Problem Solving"": 56, ""Attention To Detail"": 73, ""Business Acumen"": 80}"
USR-1241,Data Analyst,Menengah,14.4,Kompetitif,0.4947,Needs Work,Jupyter Notebook,Power Bi,Business Acumen,62.3,"{""Python"": 54, ""SQL"": 58, ""Statistics"": 46, ""Data Modeling"": 55, ""ETL Process"": 77, ""Hypothesis Testing"": 72, ""Regression Analysis"": 65, ""A B Testing"": 69, ""Excel"": 53, ""Tableau"": 56, ""Power Bi"": 0, ""Pandas"": 64, ""Numpy"": 47, ""Google Sheets"": 27, ""Jupyter Notebook"": 0, ""Analytical Thinking"": 70, ""Communication"": 80, ""Problem Solving"": 67, ""Attention To Detail"": 60, ""Business Acumen"": 0}"
USR-1242,Data Analyst,Menengah,3.7,Normal,0.4559,Needs Work,Problem Solving,Jupyter Notebook,Power Bi,174.6,"{""Python"": 57, ""SQL"": 60, ""Statistics"": 72, ""Data Modeling"": 30, ""ETL Process"": 50, ""Hypothesis Testing"": 63, ""Regression Analysis"": 80, ""A B Testing"": 54, ""Excel"": 51, ""Tableau"": 80, ""Power Bi"": 33, ""Pandas"": 60, ""Numpy"": 59, ""Google Sheets"": 56, ""Jupyter Notebook"": 42, ""Analytical Thinking"": 80, ""Communication"": 63, ""Problem Solving"": 0, ""Attention To Detail"": 53, ""Business Acumen"": 49}"
USR-1243,Data Analyst,Pemula,13.5,Normal,0.7398,Significant Gap,Jupyter Notebook,SQL,Python,77.8,"{""Python"": 17, ""SQL"": 15, ""Statistics"": 36, ""Data Modeling"": 26, ""ETL Process"": 8, ""Hypothesis Testing"": 17, ""Regression Analysis"": 6, ""A B Testing"": 15, ""Excel"": 41, ""Tableau"": 9, ""Power Bi"": 37, ""Pandas"": 19, ""Numpy"": 24, ""Google Sheets"": 22, ""Jupyter Notebook"": 0, ""Analytical Thinking"": 50, ""Communication"": 50, ""Problem Solving"": 40, ""Attention To Detail"": 30, ""Business Acumen"": 47}"
USR-1244,Data Analyst,Pemula,12.1,Booming,0.3124,Almost Ready,SQL,Excel,Power Bi,31.1,"{""Python"": 85, ""SQL"": 0, ""Statistics"": 72, ""Data Modeling"": 77, ""ETL Process"": 64, ""Hypothesis Testing"": 84, ""Regression Analysis"": 52, ""A B Testing"": 90, ""Excel"": 0, ""Tableau"": 70, ""Power Bi"": 62, ""Pandas"": 87, ""Numpy"": 80, ""Google Sheets"": 91, ""Jupyter Notebook"": 74, ""Analytical Thinking"": 73, ""Communication"": 79, ""Problem Solving"": 88, ""Attention To Detail"": 84, ""Business Acumen"": 90}"
USR-1245,Data Analyst,Pemula,10.7,Booming,0.4861,Needs Work,Excel,Problem Solving,A B Testing,51.4,"{""Python"": 45, ""SQL"": 57, ""Statistics"": 80, ""Data Modeling"": 40, ""ETL Process"": 65, ""Hypothesis Testing"": 41, ""Regression Analysis"": 62, ""A B Testing"": 0, ""Excel"": 0, ""Tableau"": 71, ""Power Bi"": 66, ""Pandas"": 57, ""Numpy"": 43, ""Google Sheets"": 55, ""Jupyter Notebook"": 63, ""Analytical Thinking"": 39, ""Communication"": 100, ""Problem Solving"": 0, ""Attention To Detail"": 71, ""Business Acumen"": 67}"
USR-1246,Data Analyst,Menengah,6.5,Kompetitif,0.4421,Needs Work,Problem Solving,Python,Excel,132.5,"{""Python"": 30, ""SQL"": 61, ""Statistics"": 49, ""Data Modeling"": 74, ""ETL Process"": 48, ""Hypothesis Testing"": 55, ""Regression Analysis"": 38, ""A B Testing"": 50, ""Excel"": 32, ""Tableau"": 41, ""Power Bi"": 80, ""Pandas"": 75, ""Numpy"": 64, ""Google Sheets"": 39, ""Jupyter Notebook"": 80, ""Analytical Thinking"": 100, ""Communication"": 68, ""Problem Solving"": 0, ""Attention To Detail"": 53, ""Business Acumen"": 80}"
USR-1247,Data Analyst,Pemula,5.2,Normal,0.7611,Significant Gap,SQL,Jupyter Notebook,Excel,213.2,"{""Python"": 35, ""SQL"": 0, ""Statistics"": 8, ""Data Modeling"": 50, ""ETL Process"": 0, ""Hypothesis Testing"": 27, ""Regression Analysis"": 18, ""A B Testing"": 40, ""Excel"": 8, ""Tableau"": 28, ""Power Bi"": 11, ""Pandas"": 42, ""Numpy"": 48, ""Google Sheets"": 38, ""Jupyter Notebook"": 0, ""Analytical Thinking"": 27, ""Communication"": 24, ""Problem Solving"": 29, ""Attention To Detail"": 40, ""Business Acumen"": 20}"
USR-1248,Data Analyst,Pemula,19.8,Kompetitif,0.6708,Significant Gap,Statistics,Python,Excel,64.3,"{""Python"": 24, ""SQL"": 50, ""Statistics"": 13, ""Data Modeling"": 36, ""ETL Process"": 21, ""Hypothesis Testing"": 29, ""Regression Analysis"": 39, ""A B Testing"": 0, ""Excel"": 21, ""Tableau"": 43, ""Power Bi"": 40, ""Pandas"": 17, ""Numpy"": 26, ""Google Sheets"": 38, ""Jupyter Notebook"": 32, ""Analytical Thinking"": 50, ""Communication"": 50, ""Problem Solving"": 41, ""Attention To Detail"": 47, ""Business Acumen"": 29}"
USR-1249,Data Analyst,Pemula,11.2,Normal,0.4798,Needs Work,Statistics,Problem Solving,A B Testing,62.2,"{""Python"": 80, ""SQL"": 54, ""Statistics"": 0, ""Data Modeling"": 59, ""ETL Process"": 53, ""Hypothesis Testing"": 46, ""Regression Analysis"": 74, ""A B Testing"": 0, ""Excel"": 76, ""Tableau"": 46, ""Power Bi"": 67, ""Pandas"": 80, ""Numpy"": 41, ""Google Sheets"": 58, ""Jupyter Notebook"": 47, ""Analytical Thinking"": 44, ""Communication"": 68, ""Problem Solving"": 0, ""Attention To Detail"": 63, ""Business Acumen"": 78}"
USR-1250,Data Analyst,Pemula,8.2,Booming,0.7817,Significant Gap,Analytical Thinking,Python,Excel,112.7,"{""Python"": 3, ""SQL"": 15, ""Statistics"": 29, ""Data Modeling"": 23, ""ETL Process"": 30, ""Hypothesis Testing"": 34, ""Regression Analysis"": 7, ""A B Testing"": 11, ""Excel"": 0, ""Tableau"": 12, ""Power Bi"": 42, ""Pandas"": 48, ""Numpy"": 23, ""Google Sheets"": 19, ""Jupyter Notebook"": 10, ""Analytical Thinking"": 0, ""Communication"": 50, ""Problem Solving"": 36, ""Attention To Detail"": 50, ""Business Acumen"": 0}"
USR-1251,Data Analyst,Lanjutan,5.5,Kompetitif,0.1837,Ready,Communication,Tableau,Regression Analysis,63.4,"{""Python"": 89, ""SQL"": 97, ""Statistics"": 74, ""Data Modeling"": 65, ""ETL Process"": 64, ""Hypothesis Testing"": 68, ""Regression Analysis"": 50, ""A B Testing"": 75, ""Excel"": 78, ""Tableau"": 62, ""Power Bi"": 99, ""Pandas"": 78, ""Numpy"": 97, ""Google Sheets"": 96, ""Jupyter Notebook"": 76, ""Analytical Thinking"": 94, ""Communication"": 62, ""Problem Solving"": 100, ""Attention To Detail"": 94, ""Business Acumen"": 100}"
USR-1252,Data Analyst,Pemula,3.0,Normal,0.7367,Significant Gap,SQL,Statistics,Tableau,360.5,"{""Python"": 29, ""SQL"": 14, ""Statistics"": 7, ""Data Modeling"": 38, ""ETL Process"": 26, ""Hypothesis Testing"": 22, ""Regression Analysis"": 0, ""A B Testing"": 27, ""Excel"": 30, ""Tableau"": 0, ""Power Bi"": 40, ""Pandas"": 26, ""Numpy"": 15, ""Google Sheets"": 38, ""Jupyter Notebook"": 30, ""Analytical Thinking"": 44, ""Communication"": 24, ""Problem Solving"": 44, ""Attention To Detail"": 38, ""Business Acumen"": 26}"
USR-1253,Data Analyst,Menengah,16.3,Booming,0.471,Needs Work,Pandas,Data Modeling,Excel,33.7,"{""Python"": 75, ""SQL"": 50, ""Statistics"": 46, ""Data Modeling"": 0, ""ETL Process"": 33, ""Hypothesis Testing"": 41, ""Regression Analysis"": 42, ""A B Testing"": 36, ""Excel"": 32, ""Tableau"": 70, ""Power Bi"": 42, ""Pandas"": 0, ""Numpy"": 36, ""Google Sheets"": 66, ""Jupyter Notebook"": 73, ""Analytical Thinking"": 100, ""Communication"": 80, ""Problem Solving"": 80, ""Attention To Detail"": 71, ""Business Acumen"": 50}"
USR-1254,Data Analyst,Pemula,9.8,Normal,0.514,Needs Work,Analytical Thinking,Excel,Pandas,74.9,"{""Python"": 41, ""SQL"": 75, ""Statistics"": 41, ""Data Modeling"": 57, ""ETL Process"": 71, ""Hypothesis Testing"": 51, ""Regression Analysis"": 44, ""A B Testing"": 59, ""Excel"": 0, ""Tableau"": 72, ""Power Bi"": 60, ""Pandas"": 0, ""Numpy"": 61, ""Google Sheets"": 40, ""Jupyter Notebook"": 47, ""Analytical Thinking"": 0, ""Communication"": 63, ""Problem Solving"": 39, ""Attention To Detail"": 80, ""Business Acumen"": 100}"
USR-1255,Data Analyst,Pemula,17.7,Kompetitif,0.6456,Significant Gap,Python,Communication,Pandas,69.4,"{""Python"": 19, ""SQL"": 47, ""Statistics"": 41, ""Data Modeling"": 30, ""ETL Process"": 25, ""Hypothesis Testing"": 25, ""Regression Analysis"": 32, ""A B Testing"": 50, ""Excel"": 30, ""Tableau"": 19, ""Power Bi"": 50, ""Pandas"": 19, ""Numpy"": 44, ""Google Sheets"": 28, ""Jupyter Notebook"": 50, ""Analytical Thinking"": 50, ""Communication"": 19, ""Problem Solving"": 50, ""Attention To Detail"": 35, ""Business Acumen"": 45}"
USR-1256,Data Analyst,Pemula,14.7,Booming,0.7251,Significant Gap,Python,Statistics,Jupyter Notebook,58.4,"{""Python"": 0, ""SQL"": 40, ""Statistics"": 0, ""Data Modeling"": 28, ""ETL Process"": 100, ""Hypothesis Testing"": 36, ""Regression Analysis"": 14, ""A B Testing"": 28, ""Excel"": 36, ""Tableau"": 41, ""Power Bi"": 0, ""Pandas"": 35, ""Numpy"": 26, ""Google Sheets"": 8, ""Jupyter Notebook"": 12, ""Analytical Thinking"": 23, ""Communication"": 22, ""Problem Solving"": 50, ""Attention To Detail"": 33, ""Business Acumen"": 33}"
