user_id,target_role,background_level,study_hours_per_week,market_scenario,gap_score,readiness_label,top_missing_skill_1,top_missing_skill_2,top_missing_skill_3,estimated_weeks_ready,current_skills_json
USR-0011,Data Analyst,Lanjutan,5.8,Booming,0.1982,Ready,Pandas,Problem Solving,SQL,37.9,{bad_json
USR-0012,Data Analyst,Menengah,11.0,competitive,0.444,Needs Work,Statistics,Python,Data Modeling,48.4,"{""Python"": 48, ""SQL"": 58, ""Statistics"": 33, ""Data Modeling"": 34, ""ETL Process"": 44, ""Hypothesis Testing"": 52, ""Regression Analysis"": 60, ""A/B Testing"": 77, ""Excel"": 60, ""Tableau"": 52, ""Power BI"": 46, ""Pandas"": 43, ""NumPy"": 65, ""Google Sheets"": 44, ""Jupyter Notebook"": 49, ""Analytical Thinking"": 75, ""Communication"": 64, ""Problem Solving"": 66, ""Attention to Detail"": 67, ""Business Acumen"": 74}"
USR-0013,Data Analyst,Menengah,14.8,Booming,0.4088,Needs Work,Excel,Problem Solving,Data Modeling,30.9,"{""Python"": 80, ""SQL"": 53, ""Statistics"": 70, ""Data Modeling"": 33, ""ETL Process"": 67, ""Hypothesis Testing"": 53, ""Regression Analysis"": 35, ""A/B Testing"": 70, ""Excel"": 20, ""Tableau"": 56, ""Power BI"": 80, ""Pandas"": 50, ""NumPy"": 69, ""Google Sheets"": 44, ""Jupyter Notebook"": 80, ""Analytical Thinking"": 80, ""Communication"": 54, ""Problem Solving"": 44, ""Attention to Detail"": 80, ""Business Acumen"": 62}"
USR-0014,Data Analyst,Pemula,18.2,Normal,0.7085,Significant Gap,Tableau,SQL,Statistics,,"{""Python"": 25, ""SQL"": 26, ""Statistics"": 18, ""Data Modeling"": 34, ""ETL Process"": 9, ""Hypothesis Testing"": 23, ""Regression Analysis"": 27, ""A/B Testing"": 33, ""Excel"": 38, ""Tableau"": 5, ""Power BI"": 30, ""Pandas"": 19, ""NumPy"": 44, ""Google Sheets"": 27, ""Jupyter Notebook"": 14, ""Analytical Thinking"": 45, ""Communication"": 47, ""Problem Solving"": 50, ""Attention to Detail"": 50, ""Business Acumen"": 8}"
USR-0015,Data Analyst,Lanjutan,7.6,Booming,0.2361,unknown,Python,Tableau,Excel,35.7,"{""Python"": 52, ""SQL"": 72, ""Statistics"": 94, ""Data Modeling"": 90, ""ETL Process"": 82, ""Hypothesis Testing"": 78, ""Regression Analysis"": 88, ""A/B Testing"": 75, ""Excel"": 68, ""Tableau"": 56, ""Power BI"": 72, ""Pandas"": 76, ""NumPy"": 64, ""Google Sheets"": 81, ""Jupyter Notebook"": 83, ""Analytical Thinking"": 78, ""Communication"": 74, ""Problem Solving"": 84, ""Attention to Detail"": 74, ""Business Acumen"": 100}"
USR-0016,Data Analyst,Lanjut,7.1,Kompetitif,0.2444,Almost Ready,Tableau,Python,Problem Solving,65.3,"{""Python"": 70, ""SQL"": 81, ""Statistics"": 77, ""Data Modeling"": 75, ""ETL Process"": 85, ""Hypothesis Testing"": 87, ""Regression Analysis"": 72, ""A/B Testing"": 71, ""Excel"": 77, ""Tableau"": 50, ""Power BI"": 88, ""Pandas"": 70, ""NumPy"": 85, ""Google Sheets"": 82, ""Jupyter Notebook"": 77, ""Analytical Thinking"": 74, ""Communication"": 74, ""Problem Solving"": 69, ""Attention to Detail"": 76, ""Business Acumen"": 79}"
USR-0017,Data Analyst,Menengah,14.2,,0.4311,Needs Work,Pandas,SQL,Excel,40.7,"{""Python"": 65, ""SQL"": 42, ""Statistics"": 55, ""Data Modeling"": 80, ""ETL Process"": 70, ""Hypothesis Testing"": 48, ""Regression Analysis"": 79, ""A/B Testing"": 49, ""Excel"": 42, ""Tableau"": 66, ""Power BI"": 80, ""Pandas"": 26, ""NumPy"": 57, ""Google Sheets"": 39, ""Jupyter Notebook"": 43, ""Analytical Thinking"": 65, ""Communication"": 57, ""Problem Solving"": 66, ""Attention to Detail"": 55, ""Business Acumen"": 53}"
USR-0018,Data Analyst,Menengah,13.0,Normal,,Needs Work,Excel,Statistics,Pandas,50.6,"{""Python"": 56, ""SQL"": 66, ""Statistics"": 30, ""Data Modeling"": 63, ""ETL Process"": 45, ""Hypothesis Testing"": 64, ""Regression Analysis"": 44, ""A/B Testing"": 28, ""Excel"": 23, ""Tableau"": 58, ""Power BI"": 58, ""Pandas"": 30, ""NumPy"": 42, ""Google Sheets"": 48, ""Jupyter Notebook"": 65, ""Analytical Thinking"": 58, ""Communication"": 73, ""Problem Solving"": 80, ""Attention to Detail"": 77, ""Business Acumen"": 67}"
USR-0019,Data Analyst,Pemula,12.8,Normal,0.6992,Significant Gap,Python,SQL,Excel,76.8,"{""Python"": 26, ""SQL"": 32, ""Statistics"": 49, ""Data Modeling"": 23, ""ETL Process"": 27, ""Hypothesis Testing"": 16, ""Regression Analysis"": 34, ""A/B Testing"": 20, ""Excel"": 27, ""Tableau"": 27, ""Power BI"": 50, ""Pandas"": 42, ""NumPy"": 16, ""Google Sheets"": 2, ""Jupyter Notebook"": 20, ""Analytical Thinking"": 39, ""Communication"": 32, ""Problem Solving"": 35, ""Attention to Detail"": 50, ""Business Acumen"": 9}"
USR-0020,Data Analyst,Lanjutan,10.4,Normal,0.1735,Ready,Attention to Detail,Google Sheets,Analytical Thinking,21.9,"{""Python"": 86, ""SQL"": 100, ""Statistics"": 80, ""Data Modeling"": 81, ""ETL Process"": 72, ""Hypothesis Testing"": 68, ""Regression Analysis"": 88, ""A/B Testing"": 68, ""Excel"": 84, ""Tableau"": 80, ""Power BI"": 83, ""Pandas"": 79, ""NumPy"": 81, ""Google Sheets"": 59, ""Jupyter Notebook"": 91, ""Analytical Thinking"": 78, ""Communication"": 90, ""Problem Solving"": 100, ""Attention to Detail"": 66, ""Business Acumen"": 100}"
USR-0021,Data Analyst,Pemula,12.9,Normal,0.7091,Significant Gap,Excel,SQL,Problem Solving,76.2,"{""Python"": 50, ""SQL"": 22, ""Statistics"": 26, ""Data Modeling"": 50, ""ETL Process"": 34, ""Hypothesis Testing"": 28, ""Regression Analysis"": 32, ""A/B Testing"": 29, ""Excel"": 10, ""Tableau"": 50, ""Power BI"": 26, ""Pandas"": 20, ""NumPy"": 30, ""Google Sheets"": 28, ""Jupyter Notebook"": 39, ""Analytical Thinking"": 36, ""Communication"": 24, ""Problem Solving"": 20, ""Attention to Detail"": 14, ""Business Acumen"": 18}"
USR-0022,Data Analyst,n/a,4.8,Booming,0.4395,Needs Work,SQL,ETL Process,Python,108.9,"{""Python"": 51, ""SQL"": 32, ""Statistics"": 51, ""Data Modeling"": 51, ""ETL Process"": 20, ""Hypothesis Testing"": 54, ""Regression Analysis"": 52, ""A/B Testing"": 65, ""Excel"": 73, ""Tableau"": 75, ""Power BI"": 43, ""Pandas"": 48, ""NumPy"": 80, ""Google Sheets"": 61, ""Jupyter Notebook"": 52, ""Analytical Thinking"": 60, ""Communication"": 65, ""Problem Solving"": 53, ""Attention to Detail"": 61, ""Business Acumen"": 80}"
USR-0023,Data Analyst,Menengah,5.3,Booming,0.4245,Needs Work,Excel,NumPy,Statistics,90.9,"{""Python"": 58, ""SQL"": 59, ""Statistics"": 51, ""Data Modeling"": 53, ""ETL Process"": 63, ""Hypothesis Testing"": 67, ""Regression Analysis"": 35, ""A/B Testing"": 50, ""Excel"": 47, ""Tableau"": 60, ""Power BI"": 69, ""Pandas"": 56, ""NumPy"": 30, ""Google Sheets"": 50, ""Jupyter Notebook"": 57, ""Analytical Thinking"": 64, ""Communication"": 63, ""Problem Solving"": 61, ""Attention to Detail"": 79, ""Business Acumen"": 69}"
USR-0024,Data Analyst,Pemula,10.5,Normal,,Significant Gap,SQL,Excel,Problem Solving,102.6,"{""Python"": 30, ""SQL"": 6, ""Statistics"": 39, ""Data Modeling"": 22, ""ETL Process"": 17, ""Hypothesis Testing"": 41, ""Regression Analysis"": 14, ""A/B Testing"": 4, ""Excel"": 4, ""Tableau"": 32, ""Power BI"": 0, ""Pandas"": 50, ""NumPy"": 24, ""Google Sheets"": 31, ""Jupyter Notebook"": 25, ""Analytical Thinking"": 32, ""Communication"": 41, ""Problem Solving"": 7, ""Attention to Detail"": 42, ""Business Acumen"": 32}"
USR-0025,Data Analyst,,3.9,Booming,0.7153,Significant Gap,Tableau,Power BI,Analytical Thinking,204.6,"{""Python"": 33, ""SQL"": 50, ""Statistics"": 36, ""Data Modeling"": 18, ""ETL Process"": 33, ""Hypothesis Testing"": 49, ""Regression Analysis"": 49, ""A/B Testing"": 10, ""Excel"": 41, ""Tableau"": 0, ""Power BI"": 0, ""Pandas"": 24, ""NumPy"": 16, ""Google Sheets"": 12, ""Jupyter Notebook"": 1, ""Analytical Thinking"": 21, ""Communication"": 50, ""Problem Solving"": 45, ""Attention to Detail"": 35, ""Business Acumen"": 26}"
USR-0026,Data Analyst,Menengah,10.5,Normal,0.3718,Almost Ready,SQL,Pandas,Statistics,49.5,"{""Python"": 72, ""SQL"": 44, ""Statistics"": 54, ""Data Modeling"": 80, ""ETL Process"": 46, ""Hypothesis Testing"": 80, ""Regression Analysis"": 66, ""A/B Testing"": 47, ""Excel"": 60, ""Tableau"": 71, ""Power BI"": 52, ""Pandas"": 44, ""NumPy"": 48, ""Google Sheets"": 65, ""Jupyter Notebook"": 67, ""Analytical Thinking"": 76, ""Communication"": 75, ""Problem Solving"": 72, ""Attention to Detail"": 68, ""Business Acumen"": 69}"
USR-0027,Data Analyst,Lanjutan,8.3,Booming,0.164,Ready,NumPy,Hypothesis Testing,Python,24.9,"{""Python"": 75, ""SQL"": 92, ""Statistics"": 77, ""Data Modeling"": 72, ""ETL Process"": 89, ""Hypothesis Testing"": 61, ""Regression Analysis"": 84, ""A/B Testing"": 65, ""Excel"": 98, ""Tableau"": 77, ""Power BI"": 79, ""Pandas"": 98, ""NumPy"": 62, ""Google Sheets"": 88, ""Jupyter Notebook"": 97, ""Analytical Thinking"": 82, ""Communication"": 100, ""Problem Solving"": 82, ""Attention to Detail"": 100, ""Business Acumen"": 82}"
USR-0028,Data Analyst,Pemula,10.6,Booming,0.7293,Significant Gap,Python,SQL,Problem Solving,78.5,"{""Python"": 10, ""SQL"": 13, ""Statistics"": 24, ""Data Modeling"": 29, ""ETL Process"": 48, ""Hypothesis Testing"": 10, ""Regression Analysis"": 40, ""A/B Testing"": 22, ""Excel"": 27, ""Tableau"": 28, ""Power BI"": 30, ""Pandas"": 33, ""NumPy"": 10, ""Google Sheets"": 11, ""Jupyter Notebook"": 7, ""Analytical Thinking"": 50, ""Communication"": 50, ""Problem Solving"": 23, ""Attention to Detail"": 24, ""Business Acumen"": 45}"
USR-0029,Data Analyst,Menengah,6.6,Booming,0.3925,Almost Ready,Excel,SQL,Tableau,,"{""Python"": 57, ""SQL"": 50, ""Statistics"": 64, ""Data Modeling"": 63, ""ETL Process"": 71, ""Hypothesis Testing"": 42, ""Regression Analysis"": 57, ""A/B Testing"": 29, ""Excel"": 31, ""Tableau"": 46, ""Power BI"": 76, ""Pandas"": 54, ""NumPy"": 58, ""Google Sheets"": 80, ""Jupyter Notebook"": 44, ""Analytical Thinking"": 73, ""Communication"": 80, ""Problem Solving"": 77, ""Attention to Detail"": 80, ""Business Acumen"": 79}"
USR-0030,Data Analyst,Menengah,12.0,Booming,0.3635,Almost Ready,Excel,Statistics,Pandas,34.2,"{""Python"": 76, ""SQL"": 65, ""Statistics"": 52, ""Data Modeling"": 57, ""ETL Process"": 73, ""Hypothesis Testing"": 43, ""Regression Analysis"": 61, ""A/B Testing"": 49, ""Excel"": 46, ""Tableau"": 70, ""Power BI"": 61, ""Pandas"": 51, ""NumPy"": 70, ""Google Sheets"": 80, ""Jupyter Notebook"": 68, ""Analytical Thinking"": 80, ""Communication"": 70, ""Problem Solving"": 72, ""Attention to Detail"": 56, ""Business Acumen"": 70}"
USR-0031,Data Analyst,Pemula,3.0,Kompetitif,0.7635,Significant Gap,Pandas,Tableau,SQL,466.6,"{""Python"": 39, ""SQL"": 18, ""Statistics"": 27, ""Data Modeling"": 31, ""ETL Process"": 17, ""Hypothesis Testing"": 23, ""Regression Analysis"": 0, ""A/B Testing"": 36, ""Excel"": 40, ""Tableau"": 0, ""Power BI"": 0, ""Pandas"": 1, ""NumPy"": 39, ""Google Sheets"": 15, ""Jupyter Notebook"": 31, ""Analytical Thinking"": 44, ""Communication"": 35, ""Problem Solving"": 17, ""Attention to Detail"": 24, ""Business Acumen"": 29}"
USR-0032,Data Analyst,Pemula,13.8,Normal,0.7338,Significant Gap,Python,Problem Solving,Business Acumen,77.3,"{""Python"": 6, ""SQL"": 47, ""Statistics"": 24, ""Data Modeling"": 42, ""ETL Process"": 30, ""Hypothesis Testing"": 32, ""Regression Analysis"": 34, ""A/B Testing"": 32, ""Excel"": 27, ""Tableau"": 36, ""Power BI"": 34, ""Pandas"": 35, ""NumPy"": 9, ""Google Sheets"": 50, ""Jupyter Notebook"": 22, ""Analytical Thinking"": 28, ""Communication"": 23, ""Problem Solving"": 2, ""Attention to Detail"": 29, ""Business Acumen"": 0}"
USR-0033,Data Analyst,Menengah,11.5,Kompetitif,0.416,Needs Work,Power BI,Pandas,Statistics,67.3,"{""Python"": 62, ""SQL"": 55, ""Statistics"": 46, ""Data Modeling"": 51, ""ETL Process"": 49, ""Hypothesis Testing"": 80, ""Regression Analysis"": 55, ""A/B Testing"": 63, ""Excel"": 72, ""Tableau"": 50, ""Power BI"": 21, ""Pandas"": 41, ""NumPy"": 55, ""Google Sheets"": 40, ""Jupyter Notebook"": 56, ""Analytical Thinking"": 80, ""Communication"": 80, ""Problem Solving"": 68, ""Attention to Detail"": 59, ""Business Acumen"": 77}"
USR-0034,Data Analyst,Lanjutan,8.9,Booming,0.1594,Ready,Problem Solving,Pandas,Data Modeling,18.2,"{""Python"": 94, ""SQL"": 80, ""Statistics"": 100, ""Data Modeling"": 70, ""ETL Process"": 99, ""Hypothesis Testing"": 80, ""Regression Analysis"": 70, ""A/B Testing"": 72, ""Excel"": 84, ""Tableau"": 80, ""Power BI"": 87, ""Pandas"": 71, ""NumPy"": 93, ""Google Sheets"": 93, ""Jupyter Notebook"": 72, ""Analytical Thinking"": 91, ""Communication"": 89, ""Problem Solving"": 70, ""Attention to Detail"": 81, ""Business Acumen"": 100}"
USR-0035,Data Analyst,Lanjutan,3.0,Kompetitif,0.2014,Almost Ready,Communication,Excel,Data Modeling,111.9,"{""Python"": 100, ""SQL"": 77, ""Statistics"": 99, ""Data Modeling"": 58, ""ETL Process"": 71, ""Hypothesis Testing"": 88, ""Regression Analysis"": 80, ""A/B Testing"": 84, ""Excel"": 66, ""Tableau"": 75, ""Power BI"": 91, ""Pandas"": 81, ""NumPy"": 64, ""Google Sheets"": 73, ""Jupyter Notebook"": 99, ""Analytical Thinking"": 96, ""Communication"": 55, ""Problem Solving"": 88, ""Attention to Detail"": 72, ""Business Acumen"": 75}"
USR-0036,Data Analyst,Pemula,17.8,Normal,0.6889,Significant Gap,Python,Data Modeling,SQL,56.6,"{""Python"": 24, ""SQL"": 32, ""Statistics"": 26, ""Data Modeling"": 6, ""ETL Process"": 40, ""Hypothesis Testing"": 18, ""Regression Analysis"": 2, ""A/B Testing"": 19, ""Excel"": 41, ""Tableau"": 31, ""Power BI"": 27, ""Pandas"": 50, ""NumPy"": 35, ""Google Sheets"": 21, ""Jupyter Notebook"": 25, ""Analytical Thinking"": 39, ""Communication"": 44, ""Problem Solving"": 34, ""Attention to Detail"": 48, ""Business Acumen"": 40}"
USR-0037,Data Analyst,Menengah,6.5,normal,0.3827,Almost Ready,SQL,Excel,Communication,86.2,"{""Python"": 61, ""SQL"": 41, ""Statistics"": 65, ""Data Modeling"": 59, ""ETL Process"": 45, ""Hypothesis Testing"": 71, ""Regression Analysis"": 53, ""A/B Testing"": 63, ""Excel"": 48, ""Tableau"": 57, ""Power BI"": 63, ""Pandas"": 49, ""NumPy"": 79, ""Google Sheets"": 66, ""Jupyter Notebook"": 76, ""Analytical Thinking"": 80, ""Communication"": 49, ""Problem Solving"": 68, ""Attention to Detail"": 73, ""Business Acumen"": 80}"
USR-0038,Data Analyst,Menengah,11.8,Booming,0.4197,Needs Work,SQL,Pandas,Excel,38.8,"{""Python"": 73, ""SQL"": 37, ""Statistics"": 64, ""Data Modeling"": 66, ""ETL Process"": 51, ""Hypothesis Testing"": 76, ""Regression Analysis"": 53, ""A/B Testing"": 57, ""Excel"": 49, ""Tableau"": 53, ""Power BI"": 77, ""Pandas"": 41, ""NumPy"": 40, ""Google Sheets"": 27, ""Jupyter Notebook"": 80, ""Analytical Thinking"": 80, ""Communication"": 80, ""Problem Solving"": 60, ""Attention to Detail"": 45, ""Business Acumen"": 41}"
USR-0039,Data Analyst,Menengah,12.7,Kompetitif,0.4309,Needs Work,Excel,Pandas,SQL,61.1,"{""Python"": 64, ""SQL"": 51, ""Statistics"": 61, ""Data Modeling"": 52, ""ETL Process"": 63, ""Hypothesis Testing"": 54, ""Regression Analysis"": 41, ""A/B Testing"": 42, ""Excel"": 36, ""Tableau"": 54, ""Power BI"": 78, ""Pandas"": 38, ""NumPy"": 62, ""Google Sheets"": 57, ""Jupyter Notebook"": 41, ""Analytical Thinking"": 57, ""Communication"": 67, ""Problem Solving"": 68, ""Attention to Detail"": 74, ""Business Acumen"": 71}"
USR-0040,Data Analyst,Menengah,8.3,Kompetitif,0.4243,Needs Work,Statistics,Excel,ETL Process,96.5,"{""Python"": 56, ""SQL"": 56, ""Statistics"": 44, ""Data Modeling"": 45, ""ETL Process"": 34, ""Hypothesis Testing"": 80, ""Regression Analysis"": 36, ""A/B Testing"": 45, ""Excel"": 51, ""Tableau"": 67, ""Power BI"": 47, ""Pandas"": 58, ""NumPy"": 42, ""Google Sheets"": 67, ""Jupyter Notebook"": 43, ""Analytical Thinking"": 64, ""Communication"": 77, ""Problem Solving"": 80, ""Attention to Detail"": 69, ""Business Acumen"": 80}"
USR-0041,Data Analyst,Menengah,,Kompetitif,0.4476,Needs Work,Python,Excel,NumPy,192.5,"{""Python"": 26, ""SQL"": 70, ""Statistics"": 72, ""Data Modeling"": 60, ""ETL Process"": 47, ""Hypothesis Testing"": 31, ""Regression Analysis"": 63, ""A/B Testing"": 38, ""Excel"": 41, ""Tableau"": 47, ""Power BI"": 49, ""Pandas"": 66, ""NumPy"": 35, ""Google Sheets"": 22, ""Jupyter Notebook"": 64, ""Analytical Thinking"": 80, ""Communication"": 67, ""Problem Solving"": 70, ""Attention to Detail"": 68, ""Business Acumen"": 64}"
USR-0042,Data Analyst,Beginner,4.3,Normal,0.3848,Almost Ready,Python,Jupyter Notebook,NumPy,122.6,"{""Python"": 44, ""SQL"": 74, ""Statistics"": 71, ""Data Modeling"": 64, ""ETL Process"": 39, ""Hypothesis Testing"": 50, ""Regression Analysis"": 73, ""A/B Testing"": 57, ""Excel"": 80, ""Tableau"": 66, ""Power BI"": 63, ""Pandas"": 57, ""NumPy"": 35, ""Google Sheets"": 44, ""Jupyter Notebook"": 25, ""Analytical Thinking"": 72, ""Communication"": 75, ""Problem Solving"": 80, ""Attention to Detail"": 65, ""Business Acumen"": 67}"
USR-0043,Data Analyst,Lanjutan,8.7,Booming,0.2222,Almost Ready,Attention to Detail,NumPy,SQL,34.2,"{""Python"": 85, ""SQL"": 72, ""Statistics"": 75, ""Data Modeling"": 64, ""ETL Process"": 74, ""Hypothesis Testing"": 66, ""Regression Analysis"": 94, ""A/B Testing"": 79, ""Excel"": 86, ""Tableau"": 80, ""Power BI"": 93, ""Pandas"": 76, ""NumPy"": 55, ""Google Sheets"": 61, ""Jupyter Notebook"": 68, ""Analytical Thinking"": 93, ""Communication"": 94, ""Problem Solving"": 88, ""Attention to Detail"": 60, ""Business Acumen"": 75}"
USR-0044,Data Analyst,pemula,12.4,normal,0.4556,Needs Work,Problem Solving,Pandas,NumPy,66.4,{bad_json
USR-0045,Data Analyst,n/a,7.0,Normal,0.7003,Significant Gap,SQL,Excel,Python,143.1,"{""Python"": 25, ""SQL"": 0, ""Statistics"": 50, ""Data Modeling"": 7, ""ETL Process"": 24, ""Hypothesis Testing"": 43, ""Regression Analysis"": 12, ""A/B Testing"": 0, ""Excel"": 16, ""Tableau"": 50, ""Power BI"": 31, ""Pandas"": 19, ""NumPy"": 39, ""Google Sheets"": 26, ""Jupyter Notebook"": 26, ""Analytical Thinking"": 50, ""Communication"": 30, ""Problem Solving"": 50, ""Attention to Detail"": 50, ""Business Acumen"": 42}"
USR-0046,Data Analyst,Menengah,7.3,Normal,0.4075,Needs Work,Statistics,Pandas,Python,83.5,"{""Python"": 50, ""SQL"": 58, ""Statistics"": 35, ""Data Modeling"": 40, ""ETL Process"": 73, ""Hypothesis Testing"": 45, ""Regression Analysis"": 39, ""A/B Testing"": 63, ""Excel"": 68, ""Tableau"": 56, ""Power BI"": 72, ""Pandas"": 41, ""NumPy"": 52, ""Google Sheets"": 57, ""Jupyter Notebook"": 53, ""Analytical Thinking"": 80, ""Communication"": 60, ""Problem Solving"": 80, ""Attention to Detail"": 80, ""Business Acumen"": 74}"
USR-0047,Data Analyst,Beginner,14.8,Kompetitif,0.744,Significant Gap,Statistics,SQL,Excel,96.4,{bad_json
USR-0048,Data Analyst,Menengah,10.1,Normal,0.4197,Needs Work,Tableau,Pandas,Excel,60.2,{bad_json
USR-0049,Data Analyst,Lanjutan,4.5,Kompetitif,0.1677,Ready,Python,Excel,Data Modeling,87.8,"{""Python"": 53, ""SQL"": 85, ""Statistics"": 82, ""Data Modeling"": 58, ""ETL Process"": 95, ""Hypothesis Testing"": 98, ""Regression Analysis"": 69, ""A/B Testing"": 92, ""Excel"": 63, ""Tableau"": 74, ""Power BI"": 100, ""Pandas"": 98, ""NumPy"": 100, ""Google Sheets"": 86, ""Jupyter Notebook"": 92, ""Analytical Thinking"": 74, ""Communication"": 86, ""Problem Solving"": 99, ""Attention to Detail"": 100, ""Business Acumen"": 73}"
