job_id,skill_name,skill_category,role_category
JOB-00023,Pandas,Tool,Data Analyst
JOB-00023,A/BTesting,Technical,Data Analyst
JOB-00023,NumPy,Tool,Data Analyst
JOB-00023,Tableau,Tool,Data Analyst
JOB-00023,Power BI,Tool,Data Analyst
JOB-00023,Attention to Detail,Soft Skill,Data Analyst
JOB-00023,Business Acumen,Soft Skill,Data Analyst
JOB-00023,,Technical,Data Analyst
JOB-00023,SQL,Technical,Data Analyst
JOB-00023,Python,technical,Data Analyst
JOB-00023,Statistics,Technical,Data Analyst
JOB-00023,Analytical Thinking,Soft Skill,Data Analyst
JOB-00023,Regression Analysis,Technical,Data Analyst
JOB-00024,Communication, soft skill ,Data Analyst
JOB-00024,hypothesis testing,Technical,Data Analyst
JOB-00024,SQL,Technical,Data Analyst
JOB-00024,Jupyter Notebook,Tool,Data Analyst
JOB-00024,,Tool,Data Analyst
JOB-00024,Problem Solving,Soft Skill,Data Analyst
JOB-00024,Analytical Thinking,Soft Skill,Data Analyst
JOB-00024,Statistics,Technical,Data Analyst
JOB-00024, Pandas ,Tool,Data Analyst
JOB-00025,Excel,Tool,Data Analyst
JOB-00025,A/B Testing,,Data Analyst
JOB-00025,Analytical Thinking,Soft Skill,Data Analyst
JOB-00025,Regression Analysis,Technical,Data Analyst
JOB-00025, Attention to Detail ,Soft Skill,Data Analyst
JOB-00025,Problem Solving,Soft Skill,Data Analyst
JOB-00025,SQL,Technical,Data Analyst
JOB-00025,Communication,Soft Skill,Data Analyst
JOB-00025,PowerBI,,Data Analyst
JOB-00025,Jupyter Notebook,Tool,Data Analyst
JOB-00026,A/B Testing,Technical,Data Analyst
JOB-00026,Python,Technical,Data Analyst
JOB-00026,Attention to Detail,Soft Skill,Data Analyst
JOB-00026,SQL,technical,Data Analyst
JOB-00026,Regression Analysis,Technical,Data Analyst
JOB-00026,Pandas,Tool,Data Analyst
JOB-00026, numpy ,Tool,Data Analyst
JOB-00026,Excel,Tool,Data Analyst
JOB-00026,,Technical,Data Analyst
JOB-00026,Google Sheets,Tool,Data Analyst
JOB-00026,Analytical Thinking,Soft Skill,Data Analyst
JOB-00026,PROBLEM SOLVING,Soft Skill,Data Analyst
JOB-00026,Statistics,Technical,Data Analyst
JOB-00026,Power BI,Tool,Data Analyst
JOB-00027,Excel,Tool,Data Analyst
JOB-00027,Problem Solving,Soft Skill,Data Analyst
JOB-00027,Regression Analysis,technical,Data Analyst
JOB-00027,SQL,,Data Analyst
JOB-00027,Statistics,Technical,Data Analyst
JOB-00027,Analytical Thinking,Soft Skill,Data Analyst
JOB-00027,NumPy,Tool,Data Analyst
JOB-00027,Python,Technical,Data Analyst
JOB-00028,COMMUNICATION,Soft Skill,Data Analyst
JOB-00028,Jupyter Notebook,Tool,Data Analyst
JOB-00028,SQL,Technical,Data Analyst
JOB-00028,Business Acumen,Soft Skill,Data Analyst
JOB-00028,A/B Testing,Technical,Data Analyst
JOB-00028,Attention to Detail,Soft Skill,Data Analyst
JOB-00028,ANALYTICAL THINKING,Soft Skill,Data Analyst
JOB-00028,Python,Technical,Data Analyst
JOB-00028,Pandas,Tool,Data Analyst
JOB-00028, TABLEAU ,Tool,Data Analyst
JOB-00028,Regression Analysis,Technical,Data Analyst
JOB-00028,Google Sheets,Tool,Data Analyst
JOB-00029,Python,Technical,Data Analyst
JOB-00029,Tableau,Tool,Data Analyst
JOB-00029,SQL,Technical,Data Analyst
JOB-00029,NumPy,Tool,Data Analyst
JOB-00029,Analytical Thinking,Soft Skill,Data Analyst
JOB-00029,Pandas,Tool,Data Analyst
JOB-00029,Business Acumen,Soft Skill,Data Analyst
JOB-00029,A/B Testing,Technical,Data Analyst
JOB-00029,Hypothesis Testing,Technical,Data Analyst
JOB-00029,Problem Solving,Soft Skill,Data Analyst
JOB-00029,Data Modeling,Technical,Data Analyst
JOB-00029,Statistics,Technical,Data Analyst
JOB-00029,Attention to Detail,Soft Skill,Data Analyst
JOB-00029,Communication,Soft Skill,Data Analyst
JOB-00030,SQL,Technical,Data Analyst
JOB-00030,Power BI,Tool,Data Analyst
JOB-00030,,Soft Skill,Data Analyst
JOB-00030,NumPy,Tool,Data Analyst
JOB-00030,Jupyter Notebook,Tool,Data Analyst
JOB-00030,Tableau,Tool,Data Analyst
JOB-00030,Pandas,Tool,Data Analyst
JOB-00030,Problem Solving,Soft Skill,Data Analyst
JOB-00030,Python,Technical,Data Analyst
JOB-00030,Data Modeling,Technical,Data Analyst
JOB-00031,Tableau,Tool,Data Analyst
JOB-00031,NumPy,Tool,Data Analyst
JOB-00031,Hypothesis Testing,Technical,Data Analyst
JOB-00031,Data Modeling,Technical,Data Analyst
JOB-00031,Regression Analysis,TECHNICAL,Data Analyst
JOB-00031,Pandas, Tool ,Data Analyst
JOB-00031,SQL,Technical,Data Analyst
JOB-00031,Business Acumen,Soft Skill,Data Analyst
JOB-00031,Jupyter Notebook,Tool,Data Analyst
JOB-00031,Power BI,TOOL,Data Analyst
JOB-00031,A/B Testing,Technical,Data Analyst
JOB-00032,Statistics,Technical,Data Analyst
JOB-00032,Attention to Detail,Soft Skill,Data Analyst
JOB-00032,Communication,Soft Skill,Data Analyst
JOB-00032,Jupyter Notebook,Tool,Data Analyst
JOB-00032,NumPy,TOOL,Data Analyst
JOB-00032,Excel,TOOL,Data Analyst
JOB-00032,Problem Solving,Soft Skill,Data Analyst
JOB-00032,Python,technical,Data Analyst
JOB-00033,Communication,Soft Skill,Data Analyst
JOB-00033,Business Acumen,Soft Skill,Data Analyst
JOB-00033,Statistics,Technical,Data Analyst
JOB-00033,Pandas,Tool,Data Analyst
JOB-00033,A/B Testing,Technical,Data Analyst
JOB-00033,Tableau,Tool,Data Analyst
JOB-00033,Regression Analysis,Technical,Data Analyst
JOB-00033,,Technical,Data Analyst
JOB-00033,Python,Technical,Data Analyst
JOB-00034,Business Acumen,Soft Skill,Data Analyst
JOB-00034,Power BI,Tool,Data Analyst
JOB-00034,Analytical Thinking,Soft Skill,Data Analyst
JOB-00034,Attention to Detail,Soft Skill,Data Analyst
JOB-00034,Problem Solving,Soft Skill,Data Analyst
JOB-00034,ETL Process,Technical,Data Analyst
JOB-00034,Excel,Tool,Data Analyst
JOB-00034,,Technical,Data Analyst
JOB-00034,pandas,Tool,Data Analyst
JOB-00034,SQL,Technical,Data Analyst
JOB-00034, NUMPY ,Tool,Data Analyst
JOB-00035,SQL,Technical,Data Analyst
JOB-00035,Google Sheets,Tool,Data Analyst
JOB-00035,Power BI,Tool,Data Analyst
JOB-00035,Analytical Thinking,Soft Skill,Data Analyst
JOB-00035,Problem Solving,Soft Skill,Data Analyst
JOB-00035,PANDAS,Tool,Data Analyst
JOB-00035,Regression Analysis,Technical,Data Analyst
JOB-00035,Statistics,Technical,Data Analyst
JOB-00035,Python,Technical,Data Analyst
JOB-00036,Jupyter Notebook,Tool,Data Analyst
JOB-00036, Data Modeling ,Technical,Data Analyst
JOB-00036,Statistics,Technical,Data Analyst
JOB-00036,Python,Technical,Data Analyst
JOB-00036,Regression Analysis,Technical,Data Analyst
JOB-00036,Pandas,,Data Analyst
JOB-00036,A/B Testing,Technical,Data Analyst
JOB-00036,Excel,Tool,Data Analyst
JOB-00036,Attention to Detail,Soft Skill,Data Analyst
JOB-00036,Power BI,Tool,Data Analyst
JOB-00036,Analytical Thinking,Soft Skill,Data Analyst
JOB-00036,NumPy,Tool,Data Analyst
JOB-00036,Problem Solving,Soft Skill,Data Analyst
JOB-00036,Business Acumen,Soft Skill,Data Analyst
JOB-00036,SQL,Technical,Data Analyst
JOB-00037,ETL Process,Technical,Data Analyst
JOB-00037,Tableau,Tool,Data Analyst
JOB-00037,Business Acumen,Soft Skill,Data Analyst
JOB-00037, Regression Analysis ,Technical,Data Analyst
JOB-00037,NumPy,,Data Analyst
JOB-00037,SQL,Technical,Data Analyst
JOB-00037,Statistics,technical,Data Analyst
JOB-00037,Excel,Tool,Data Analyst
JOB-00037,Problem Solving,Soft Skill,Data Analyst
JOB-00037,Pandas,Tool,Data Analyst
JOB-00037,Analytical Thinking,Soft Skill,Data Analyst
JOB-00037,, technical ,Data Analyst
JOB-00037,Python,Technical,Data Analyst
JOB-00037,A/B Testing,Technical,Data Analyst
JOB-00038,SQL,Technical,Data Analyst
JOB-00038,Tableau,Tool,Data Analyst
JOB-00038,Data Modeling,Technical,Data Analyst
JOB-00038,A/B Testing,Technical,Data Analyst
JOB-00038,Jupyter Notebook,Tool,Data Analyst
JOB-00038,Python,Technical,Data Analyst
JOB-00038,Communication,Soft Skill,Data Analyst
JOB-00038,NumPy,Tool,Data Analyst
JOB-00038,Problem Solving,Soft Skill,Data Analyst
JOB-00038,Attention to Detail,Soft Skill,Data Analyst
JOB-00038,Statistics,Technical,Data Analyst
JOB-00038,Hypothesis Testing,Technical,Data Analyst
JOB-00038,Analytical Thinking,Soft Skill,Data Analyst
JOB-00039,Data Modeling,Technical,Data Analyst
JOB-00039,A/B Testing,Technical,Data Analyst
JOB-00039,Tableau,Tool,Data Analyst
JOB-00039,NumPy,Tool,Data Analyst
JOB-00039,Analytical Thinking,Soft Skill,Data Analyst
JOB-00039,Python,Technical,Data Analyst
JOB-00039,ETL Process,Technical,Data Analyst
JOB-00039,Jupyter Notebook,Tool,Data Analyst
JOB-00039,Problem Solving, soft skill ,Data Analyst
JOB-00039,Power BI,Tool,Data Analyst
JOB-00039,SQL, technical ,Data Analyst
JOB-00040,ETL Process,Technical,Data Analyst
JOB-00040,A/B Testing,Technical,Data Analyst
JOB-00040,Python,Technical,Data Analyst
JOB-00040,Regression Analysis,Technical,Data Analyst
JOB-00040,Data Modeling,Technical,Data Analyst
JOB-00040,SQL,Technical,Data Analyst
JOB-00040,Problem Solving,Soft Skill,Data Analyst
JOB-00040,Pandas,Tool,Data Analyst
JOB-00040,Google Sheets,Tool,Data Analyst
JOB-00040,Communication,Soft Skill,Data Analyst
JOB-00040,NumPy,Tool,Data Analyst
JOB-00041,Pandas,Tool,Data Analyst
JOB-00041,Analytical Thinking, soft skill ,Data Analyst
JOB-00041,,Tool,Data Analyst
JOB-00041,Statistics,Technical,Data Analyst
JOB-00041,Hypothesis Testing,,Data Analyst
JOB-00041,A/B Testing,Technical,Data Analyst
JOB-00041,NumPy,Tool,Data Analyst
JOB-00041,Regression Analysis,Technical,Data Analyst
JOB-00042,ETL Process,Technical,Data Analyst
JOB-00042,SQL,Technical,Data Analyst
JOB-00042,Statistics,Technical,Data Analyst
JOB-00042,Data Modeling,Technical,Data Analyst
JOB-00042,hypothesis testing,Technical,Data Analyst
JOB-00042,Problem Solving,soft skill,Data Analyst
JOB-00042,Python,Technical,Data Analyst
JOB-00042,NumPy,Tool,Data Analyst
JOB-00042,Power BI,Tool,Data Analyst
JOB-00043,Excel,Tool,Data Analyst
JOB-00043,Business Acumen,Soft Skill,Data Analyst
JOB-00043,problem solving,Soft Skill,Data Analyst
JOB-00043,Communication,Soft Skill,Data Analyst
JOB-00043,ETL Process,Technical,Data Analyst
JOB-00043,Statistics,,Data Analyst
JOB-00043,Google Sheets,Tool,Data Analyst
JOB-00043,Attention to Detail,Soft Skill,Data Analyst
JOB-00043,Pandas,Tool,Data Analyst
JOB-00043,Hypothesis Testing,Technical,Data Analyst
JOB-00043,Analytical Thinking,Soft Skill,Data Analyst
JOB-00043,Data Modeling,Technical,Data Analyst
JOB-00043,Regression Analysis,,Data Analyst
JOB-00043,Tableau,Tool,Data Analyst
JOB-00043,SQL,Technical,Data Analyst
JOB-00044,hypothesis testing,Technical,Data Analyst
JOB-00044,,Tool,Data Analyst
JOB-00044,Statistics,Technical,Data Analyst
JOB-00044,Tableau,Tool,Data Analyst
JOB-00044,Power BI,Tool,Data Analyst
JOB-00044,Python,Technical,Data Analyst
JOB-00044,Regression Analysis,Technical,Data Analyst
JOB-00044,SQL,Technical,Data Analyst
JOB-00044,Business Acumen,SOFT SKILL,Data Analyst
JOB-00044,Communication,Soft Skill,Data Analyst
JOB-00044,,Technical,Data Analyst
JOB-00044,Google Sheets,Tool,Data Analyst
JOB-00044,Analytical Thinking,,Data Analyst
JOB-00044,Jupyter Notebook,Tool,Data Analyst
JOB-00044,NumPy, tool ,Data Analyst
JOB-00045,Attention to Detail,Soft Skill,Data Analyst
JOB-00045,Communication,Soft Skill,Data Analyst
JOB-00045,Business Acumen,Soft Skill,Data Analyst
JOB-00045,S Q L,Technical,Data Analyst
JOB-00045,Analytical Thinking,Soft Skill,Data Analyst
JOB-00045,Statistics,Technical,Data Analyst
JOB-00045,Tableau,Tool,Data Analyst
JOB-00045,Google Sheets,Tool,Data Analyst
JOB-00045,Data Modeling,Technical,Data Analyst
JOB-00046,Statistics,,Data Analyst
JOB-00046,Communication,Soft Skill,Data Analyst
JOB-00046,Google Sheets,Tool,Data Analyst
JOB-00046,Power BI,Tool,Data Analyst
JOB-00046,A/BTesting,Technical,Data Analyst
JOB-00046,Problem Solving,Soft Skill,Data Analyst
JOB-00046,Excel,Tool,Data Analyst
JOB-00046,Tableau,Tool,Data Analyst
JOB-00046,Hypothesis Testing,Technical,Data Analyst
JOB-00046,Analytical Thinking,Soft Skill,Data Analyst
JOB-00046,Regression Analysis,Technical,Data Analyst
JOB-00046,Sql,Technical,Data Analyst
JOB-00046,Attention to Detail,,Data Analyst
JOB-00046,ETL Process,Technical,Data Analyst
JOB-00047,NumPy,Tool,Data Analyst
JOB-00047,SQL,Technical,Data Analyst
JOB-00047,Attention to Detail,Soft Skill,Data Analyst
JOB-00047,Regression Analysis,Technical,Data Analyst
JOB-00047,Statistics,TECHNICAL,Data Analyst
JOB-00047,Communication,Soft Skill,Data Analyst
JOB-00047,Power BI,Tool,Data Analyst
JOB-00047,Problem Solving,Soft Skill,Data Analyst
JOB-00047,Analytical Thinking,Soft Skill,Data Analyst
JOB-00048,ETL Process,Technical,Data Analyst
JOB-00048,Analytical Thinking,Soft Skill,Data Analyst
JOB-00048,Python,Technical,Data Analyst
JOB-00048,Pandas,Tool,Data Analyst
JOB-00048,Problem Solving,Soft Skill,Data Analyst
JOB-00048,Regression Analysis,Technical,Data Analyst
JOB-00048, communication ,Soft Skill,Data Analyst
JOB-00048,SQL,Technical,Data Analyst
JOB-00048,Statistics,Technical,Data Analyst
JOB-00048,,,Data Analyst
JOB-00048,Jupyter Notebook,Tool,Data Analyst
JOB-00049, Jupyter Notebook ,Tool,Data Analyst
JOB-00049,NumPy,Tool,Data Analyst
JOB-00049,Power BI,,Data Analyst
JOB-00049,ETL Process,Technical,Data Analyst
JOB-00049,Regression Analysis,Technical,Data Analyst
JOB-00049,Statistics,Technical,Data Analyst
JOB-00049,Attention to Detail,Soft Skill,Data Analyst
JOB-00049,Pandas,Tool,Data Analyst
JOB-00049,A/B Testing,Technical,Data Analyst
JOB-00049,Excel,Tool,Data Analyst
JOB-00050,Pandas,Tool,Data Analyst
JOB-00050,Power BI,Tool,Data Analyst
JOB-00050,,Tool,Data Analyst
JOB-00050,Python,Technical,Data Analyst
JOB-00050,Problem Solving,Soft Skill,Data Analyst
JOB-00050,Attention to Detail,Soft Skill,Data Analyst
JOB-00050,Jupyter Notebook,Tool,Data Analyst
JOB-00050,Statistics,Technical,Data Analyst
JOB-00050,Tableau,Tool,Data Analyst
JOB-00050,AB Testing,Technical,Data Analyst
